"state","s_fips","county","c_fips","happening","happening_oppose"
"LOUISIANA",22,"MOREHOUSE PARISH",67,64.673,12.144
"MICHIGAN",26,"IONIA COUNTY",67,62.047,16.52
"MINNESOTA",27,"KANDIYOHI COUNTY",67,62.283,17.882
"MISSISSIPPI",28,"JONES COUNTY",67,60.556,16.712
"MISSOURI",29,"DOUGLAS COUNTY",67,59.329,19.243
"MONTANA",30,"PARK COUNTY",67,69.696,14.197
"NEBRASKA",31,"GAGE COUNTY",67,64.706,16.169
"NEW YORK",36,"ONONDAGA COUNTY",67,74.829,10.672
"NORTH CAROLINA",37,"FORSYTH COUNTY",67,73.107,10.267
"NORTH DAKOTA",38,"PEMBINA COUNTY",67,62.891,17.888
"OHIO",39,"HARRISON COUNTY",67,58.674,18.428
"OKLAHOMA",40,"JEFFERSON COUNTY",67,60.045,19.943
"OREGON",41,"WASHINGTON COUNTY",67,80.593,8.308
"PENNSYLVANIA",42,"JUNIATA COUNTY",67,61.766,17.866
"SOUTH CAROLINA",45,"MARION COUNTY",67,72.233,7.518
"SOUTH DAKOTA",46,"HUTCHINSON COUNTY",67,63.975,16.776
"TENNESSEE",47,"HANCOCK COUNTY",67,55.049,20.724
"TEXAS",48,"CASS COUNTY",67,56.371,21.474
"ARKANSAS",5,"JACKSON COUNTY",67,62.178,15.974
"VIRGINIA",51,"FRANKLIN COUNTY",67,68.102,14.177
"WASHINGTON",53,"THURSTON COUNTY",67,72.476,12.612
"WEST VIRGINIA",54,"NICHOLAS COUNTY",67,58.228,20.751
"WISCONSIN",55,"LANGLADE COUNTY",67,61.825,16.052
"CALIFORNIA",6,"SACRAMENTO COUNTY",67,78.815,9.06
"COLORADO",8,"LA PLATA COUNTY",67,74.674,11.137
"VIRGINIA",51,"HOPEWELL CITY",670,70.817,9.127
"VIRGINIA",51,"LEXINGTON CITY",678,76.916,9.041
"ALASKA",2,"DENALI BOROUGH",68,69.989,11.821
"VIRGINIA",51,"LYNCHBURG CITY",680,72.866,9.917
"VIRGINIA",51,"MANASSAS CITY",683,75.185,8.614
"VIRGINIA",51,"MANASSAS PARK CITY",685,80.371,6.806
"ALABAMA",1,"HOUSTON COUNTY",69,61.596,16.301
"FLORIDA",12,"LAKE COUNTY",69,70.722,13.674
"GEORGIA",13,"COFFEE COUNTY",69,63.606,14.478
"IDAHO",16,"NEZ PERCE COUNTY",69,63.977,17.438
"ILLINOIS",17,"HARDIN COUNTY",69,57.016,20.936
"INDIANA",18,"HUNTINGTON COUNTY",69,59.762,18.945
"IOWA",19,"FRANKLIN COUNTY",69,63.748,16.008
"KANSAS",20,"GRAY COUNTY",69,61.115,19.073
"KENTUCKY",21,"FLEMING COUNTY",69,61.315,17.611
"LOUISIANA",22,"NATCHITOCHES PARISH",69,67.711,12.013
"MICHIGAN",26,"IOSCO COUNTY",69,63.228,17.071
"MINNESOTA",27,"KITTSON COUNTY",69,66.925,14.464
"MISSISSIPPI",28,"KEMPER COUNTY",69,70.169,8.007
"MISSOURI",29,"DUNKLIN COUNTY",69,62.272,16.163
"MONTANA",30,"PETROLEUM COUNTY",69,66.979,17.15
"NEBRASKA",31,"GARDEN COUNTY",69,63.001,18.425
"NEW YORK",36,"ONTARIO COUNTY",69,72.708,11.975
"NORTH CAROLINA",37,"FRANKLIN COUNTY",69,69.793,11.75
"NORTH DAKOTA",38,"PIERCE COUNTY",69,60.406,19.82
"OHIO",39,"HENRY COUNTY",69,60.038,19.006
"OKLAHOMA",40,"JOHNSTON COUNTY",69,59.36,18.968
"OREGON",41,"WHEELER COUNTY",69,67.255,15.563
"PENNSYLVANIA",42,"LACKAWANNA COUNTY",69,73.497,11.568
"SOUTH CAROLINA",45,"MARLBORO COUNTY",69,68.6,8.94
"SOUTH DAKOTA",46,"HYDE COUNTY",69,66.408,15.26
"TENNESSEE",47,"HARDEMAN COUNTY",69,65.812,10.991
"TEXAS",48,"CASTRO COUNTY",69,66.443,14.533
"ARKANSAS",5,"JEFFERSON COUNTY",69,67.494,9.307
"VIRGINIA",51,"FREDERICK COUNTY",69,63.51,16.857
"WASHINGTON",53,"WAHKIAKUM COUNTY",69,66.264,15.821
"WEST VIRGINIA",54,"OHIO COUNTY",69,65.396,16.166
"WISCONSIN",55,"LINCOLN COUNTY",69,65.522,15.484
"CALIFORNIA",6,"SAN BENITO COUNTY",69,75.484,9.075
"COLORADO",8,"LARIMER COUNTY",69,74.661,11.522
"VIRGINIA",51,"MARTINSVILLE CITY",690,73.992,7.638
"ALABAMA",1,"BIBB COUNTY",7,57.679,18.117
"FLORIDA",12,"BRADFORD COUNTY",7,59.28,19.414
"GEORGIA",13,"BAKER COUNTY",7,65.189,12.119
"HAWAII",15,"KAUAI COUNTY",7,76.171,9.06
"IDAHO",16,"BEAR LAKE COUNTY",7,60.777,20.152
"ILLINOIS",17,"BOONE COUNTY",7,66.919,13.631
"INDIANA",18,"BENTON COUNTY",7,61.86,17.405
"IOWA",19,"APPANOOSE COUNTY",7,63.024,17.466
"KANSAS",20,"BARBER COUNTY",7,58.946,21.164
"KENTUCKY",21,"BALLARD COUNTY",7,55.828,21.039
"LOUISIANA",22,"ASSUMPTION PARISH",7,62.601,14.979
"MAINE",23,"FRANKLIN COUNTY",7,67.783,12.796
"MASSACHUSETTS",25,"DUKES COUNTY",7,78.287,8.668
"MICHIGAN",26,"ALPENA COUNTY",7,63.109,17.42
"MINNESOTA",27,"BELTRAMI COUNTY",7,70.387,12.697
"MISSISSIPPI",28,"ATTALA COUNTY",7,65.93,11.241
"MISSOURI",29,"AUDRAIN COUNTY",7,62.248,16.534
"MONTANA",30,"BROADWATER COUNTY",7,60.186,20.704
"NEBRASKA",31,"BANNER COUNTY",7,63.374,18.551
"NEVADA",32,"ELKO COUNTY",7,67.358,15.155
"NEW HAMPSHIRE",33,"COOS COUNTY",7,70.483,12.582
"NEW JERSEY",34,"CAMDEN COUNTY",7,79.544,6.831
"NEW MEXICO",35,"COLFAX COUNTY",7,71.58,12.207
"NEW YORK",36,"BROOME COUNTY",7,67.018,10.971
"NORTH CAROLINA",37,"ANSON COUNTY",7,71.003,9.284
"NORTH DAKOTA",38,"BILLINGS COUNTY",7,64.166,17.517
"OHIO",39,"ASHTABULA COUNTY",7,65.523,15.089
"ARIZONA",4,"GILA COUNTY",7,65.677,16.501
"OKLAHOMA",40,"BEAVER COUNTY",7,60.157,20.685
"OREGON",41,"CLATSOP COUNTY",7,73.523,11.989
"PENNSYLVANIA",42,"BEAVER COUNTY",7,63.913,15.155
"RHODE ISLAND",44,"PROVIDENCE COUNTY",7,74.296,7.939
"SOUTH CAROLINA",45,"ANDERSON COUNTY",7,63.691,15.697
"SOUTH DAKOTA",46,"BENNETT COUNTY",7,71.283,11.111
"TENNESSEE",47,"BLEDSOE COUNTY",7,59.793,18.185
"TEXAS",48,"ARANSAS COUNTY",7,64.35,17.445
"UTAH",49,"CARBON COUNTY",7,59.277,19.433
"ARKANSAS",5,"BENTON COUNTY",7,65.897,15.404
"VERMONT",50,"CHITTENDEN COUNTY",7,74.451,10.234
"VIRGINIA",51,"AMELIA COUNTY",7,61.758,15.093
"WASHINGTON",53,"CHELAN COUNTY",7,67.896,14.594
"WEST VIRGINIA",54,"BRAXTON COUNTY",7,61.435,17.64
"WISCONSIN",55,"BAYFIELD COUNTY",7,71.052,12.045
"WYOMING",56,"CARBON COUNTY",7,62.406,18.959
"CALIFORNIA",6,"BUTTE COUNTY",7,72.198,13.694
"COLORADO",8,"ARCHULETA COUNTY",7,69.138,14.112
"CONNECTICUT",9,"MIDDLESEX COUNTY",7,72.176,12.091
"ALASKA",2,"DILLINGHAM CENSUS AREA",70,73.663,10.211
"VIRGINIA",51,"NEWPORT NEWS CITY",700,78.71,6.802
"ALABAMA",1,"JACKSON COUNTY",71,54.166,20.704
"FLORIDA",12,"LEE COUNTY",71,64.343,13.436
"GEORGIA",13,"COLQUITT COUNTY",71,65.875,12.827
"IDAHO",16,"ONEIDA COUNTY",71,57.669,22.38
"ILLINOIS",17,"HENDERSON COUNTY",71,62.428,16.653
"INDIANA",18,"JACKSON COUNTY",71,60.508,18.969
"IOWA",19,"FREMONT COUNTY",71,54.939,18.405
"KANSAS",20,"GREELEY COUNTY",71,64.138,17.425
"KENTUCKY",21,"FLOYD COUNTY",71,54.558,20.156
"LOUISIANA",22,"ORLEANS PARISH",71,82.965,5.454
"MICHIGAN",26,"IRON COUNTY",71,63.772,16.782
"MINNESOTA",27,"KOOCHICHING COUNTY",71,68.283,13.747
"MISSISSIPPI",28,"LAFAYETTE COUNTY",71,68.65,13.095
"MISSOURI",29,"FRANKLIN COUNTY",71,59.845,17.428
"MONTANA",30,"PHILLIPS COUNTY",71,62.758,18.471
"NEBRASKA",31,"GARFIELD COUNTY",71,61.273,19.94
"NEW YORK",36,"ORANGE COUNTY",71,74.039,9.27
"NORTH CAROLINA",37,"GASTON COUNTY",71,64.03,16.646
"NORTH DAKOTA",38,"RAMSEY COUNTY",71,64.651,16.858
"OHIO",39,"HIGHLAND COUNTY",71,60.536,18.534
"OKLAHOMA",40,"KAY COUNTY",71,58.757,21.156
"OREGON",41,"YAMHILL COUNTY",71,69.763,13.212
"PENNSYLVANIA",42,"LANCASTER COUNTY",71,62.912,13.31
"SOUTH CAROLINA",45,"NEWBERRY COUNTY",71,62.265,13.689
"SOUTH DAKOTA",46,"JACKSON COUNTY",71,70.119,12.097
"TENNESSEE",47,"HARDIN COUNTY",71,58.646,19.628
"TEXAS",48,"CHAMBERS COUNTY",71,56.142,20.305
"ARKANSAS",5,"JOHNSON COUNTY",71,63.322,17.189
"VIRGINIA",51,"GILES COUNTY",71,58.707,20.643
"WASHINGTON",53,"WALLA WALLA COUNTY",71,74.062,11.872
"WEST VIRGINIA",54,"PENDLETON COUNTY",71,64.506,15.652
"WISCONSIN",55,"MANITOWOC COUNTY",71,64.698,15.511
"CALIFORNIA",6,"SAN BERNARDINO COUNTY",71,77.33,8.393
"COLORADO",8,"LAS ANIMAS COUNTY",71,71.549,12.413
"VIRGINIA",51,"NORFOLK CITY",710,77.478,6.586
"VIRGINIA",51,"NORTON CITY",720,60.776,18.786
"ALABAMA",1,"JEFFERSON COUNTY",73,66.697,10.094
"FLORIDA",12,"LEON COUNTY",73,73.321,10.596
"GEORGIA",13,"COLUMBIA COUNTY",73,63.705,16.218
"IDAHO",16,"OWYHEE COUNTY",73,61.842,18.309
"ILLINOIS",17,"HENRY COUNTY",73,63.564,17.301
"INDIANA",18,"JASPER COUNTY",73,55.668,19.166
"IOWA",19,"GREENE COUNTY",73,65.598,15.461
"KANSAS",20,"GREENWOOD COUNTY",73,59.76,20.572
"KENTUCKY",21,"FRANKLIN COUNTY",73,66.2,14.298
"LOUISIANA",22,"OUACHITA PARISH",73,61.979,12.914
"MICHIGAN",26,"ISABELLA COUNTY",73,70.373,12.406
"MINNESOTA",27,"LAC QUI PARLE COUNTY",73,66.132,14.974
"MISSISSIPPI",28,"LAMAR COUNTY",73,59.847,18.229
"MISSOURI",29,"GASCONADE COUNTY",73,58.918,20.095
"MONTANA",30,"PONDERA COUNTY",73,67.736,14.798
"NEBRASKA",31,"GOSPER COUNTY",73,59.474,20.464
"NEW YORK",36,"ORLEANS COUNTY",73,61.8,16.401
"NORTH CAROLINA",37,"GATES COUNTY",73,66.471,12.472
"NORTH DAKOTA",38,"RANSOM COUNTY",73,68.013,14.116
"OHIO",39,"HOCKING COUNTY",73,62.152,17.558
"OKLAHOMA",40,"KINGFISHER COUNTY",73,57.857,22.225
"PENNSYLVANIA",42,"LAWRENCE COUNTY",73,62.226,15.721
"SOUTH CAROLINA",45,"OCONEE COUNTY",73,64.228,17.076
"SOUTH DAKOTA",46,"JERAULD COUNTY",73,68.162,14.186
"TENNESSEE",47,"HAWKINS COUNTY",73,53.158,21.486
"TEXAS",48,"CHEROKEE COUNTY",73,65.617,16.374
"ARKANSAS",5,"LAFAYETTE COUNTY",73,65.433,12.601
"VIRGINIA",51,"GLOUCESTER COUNTY",73,63.796,15.984
"WASHINGTON",53,"WHATCOM COUNTY",73,77.904,10.395
"WEST VIRGINIA",54,"PLEASANTS COUNTY",73,51.679,20.678
"WISCONSIN",55,"MARATHON COUNTY",73,64.281,16.033
"CALIFORNIA",6,"SAN DIEGO COUNTY",73,74.701,10.05
"COLORADO",8,"LINCOLN COUNTY",73,65.975,15.363
"VIRGINIA",51,"PETERSBURG CITY",730,79.146,4.374
"VIRGINIA",51,"POQUOSON CITY",735,59.001,20.033
"VIRGINIA",51,"PORTSMOUTH CITY",740,74.535,7.05
"ALABAMA",1,"LAMAR COUNTY",75,52.636,21.926
"FLORIDA",12,"LEVY COUNTY",75,64.917,15.272
"GEORGIA",13,"COOK COUNTY",75,63.467,14.783
"IDAHO",16,"PAYETTE COUNTY",75,60.39,20.022
"ILLINOIS",17,"IROQUOIS COUNTY",75,59.449,19.388
"INDIANA",18,"JAY COUNTY",75,62.828,17.442
"IOWA",19,"GRUNDY COUNTY",75,64.678,17.644
"KANSAS",20,"HAMILTON COUNTY",75,67.14,14.366
"KENTUCKY",21,"FULTON COUNTY",75,55.653,14.405
"LOUISIANA",22,"PLAQUEMINES PARISH",75,63.019,15.755
"MICHIGAN",26,"JACKSON COUNTY",75,65.004,15.524
"MINNESOTA",27,"LAKE COUNTY",75,71.76,12.108
"MISSISSIPPI",28,"LAUDERDALE COUNTY",75,65.516,12.161
"MISSOURI",29,"GENTRY COUNTY",75,62.867,17.301
"MONTANA",30,"POWDER RIVER COUNTY",75,63.009,19.109
"NEBRASKA",31,"GRANT COUNTY",75,63.416,18.542
"NEW YORK",36,"OSWEGO COUNTY",75,68.467,14.454
"NORTH CAROLINA",37,"GRAHAM COUNTY",75,61.609,17.621
"NORTH DAKOTA",38,"RENVILLE COUNTY",75,59.556,19.381
"OHIO",39,"HOLMES COUNTY",75,65.001,14.382
"OKLAHOMA",40,"KIOWA COUNTY",75,62.915,17.829
"PENNSYLVANIA",42,"LEBANON COUNTY",75,67.647,14.221
"SOUTH CAROLINA",45,"ORANGEBURG COUNTY",75,72.952,7.509
"SOUTH DAKOTA",46,"JONES COUNTY",75,65.081,16.495
"TENNESSEE",47,"HAYWOOD COUNTY",75,66.743,9.733
"TEXAS",48,"CHILDRESS COUNTY",75,60.398,19.706
"ARKANSAS",5,"LAWRENCE COUNTY",75,60.494,19.722
"VIRGINIA",51,"GOOCHLAND COUNTY",75,65.77,13.665
"WASHINGTON",53,"WHITMAN COUNTY",75,76.138,10.737
"WEST VIRGINIA",54,"POCAHONTAS COUNTY",75,62.272,17.346
"WISCONSIN",55,"MARINETTE COUNTY",75,59.657,17.829
"CALIFORNIA",6,"SAN FRANCISCO COUNTY",75,86.533,5.384
"COLORADO",8,"LOGAN COUNTY",75,62.163,19.14
"VIRGINIA",51,"RADFORD CITY",750,71.178,11.706
"VIRGINIA",51,"RICHMOND CITY",760,82.421,5.605
"ALABAMA",1,"LAUDERDALE COUNTY",77,63.4,17.646
"FLORIDA",12,"LIBERTY COUNTY",77,62.365,16.886
"GEORGIA",13,"COWETA COUNTY",77,63.56,15.063
"IDAHO",16,"POWER COUNTY",77,65.817,15.432
"ILLINOIS",17,"JACKSON COUNTY",77,71.45,12.443
"INDIANA",18,"JEFFERSON COUNTY",77,57.639,17.603
"IOWA",19,"GUTHRIE COUNTY",77,63.736,16.853
"KANSAS",20,"HARPER COUNTY",77,59.727,20.149
"KENTUCKY",21,"GALLATIN COUNTY",77,56.779,18.211
"LOUISIANA",22,"POINTE COUPEE PARISH",77,62.695,13.167
"MICHIGAN",26,"KALAMAZOO COUNTY",77,74.613,10.417
"MINNESOTA",27,"LAKE OF THE WOODS COUNTY",77,67.051,14.895
"MISSISSIPPI",28,"LAWRENCE COUNTY",77,65.055,13.544
"MISSOURI",29,"GREENE COUNTY",77,71.353,13.29
"MONTANA",30,"POWELL COUNTY",77,63.929,17.981
"NEBRASKA",31,"GREELEY COUNTY",77,64.603,17.004
"NEW YORK",36,"OTSEGO COUNTY",77,70.72,12.049
"NORTH CAROLINA",37,"GRANVILLE COUNTY",77,69.997,11.408
"NORTH DAKOTA",38,"RICHLAND COUNTY",77,66.016,16.199
"OHIO",39,"HURON COUNTY",77,60.721,19.03
"OKLAHOMA",40,"LATIMER COUNTY",77,59.124,20.91
"PENNSYLVANIA",42,"LEHIGH COUNTY",77,76.2,10.738
"SOUTH CAROLINA",45,"PICKENS COUNTY",77,65.963,17.347
"SOUTH DAKOTA",46,"KINGSBURY COUNTY",77,64.582,16.614
"TENNESSEE",47,"HENDERSON COUNTY",77,54.967,20.304
"TEXAS",48,"CLAY COUNTY",77,56.167,23.184
"ARKANSAS",5,"LEE COUNTY",77,70.491,8.375
"VIRGINIA",51,"GRAYSON COUNTY",77,58.914,19.37
"WASHINGTON",53,"YAKIMA COUNTY",77,69.381,12.873
"WEST VIRGINIA",54,"PRESTON COUNTY",77,61.751,17.642
"WISCONSIN",55,"MARQUETTE COUNTY",77,65.174,15.256
"CALIFORNIA",6,"SAN JOAQUIN COUNTY",77,74.95,9.264
"COLORADO",8,"MESA COUNTY",77,65.35,16.007
"VIRGINIA",51,"ROANOKE CITY",770,75.253,8.33
"VIRGINIA",51,"SALEM CITY",775,66.166,15.516
"WISCONSIN",55,"MENOMINEE COUNTY",78,73.653,9.026
"ALABAMA",1,"LAWRENCE COUNTY",79,56.131,18.755
"FLORIDA",12,"MADISON COUNTY",79,67.021,11.577
"GEORGIA",13,"CRAWFORD COUNTY",79,60.343,17.376
"IDAHO",16,"SHOSHONE COUNTY",79,63.154,17.806
"ILLINOIS",17,"JASPER COUNTY",79,52.541,19.824
"INDIANA",18,"JENNINGS COUNTY",79,60.76,18.737
"IOWA",19,"HAMILTON COUNTY",79,64.007,17.113
"KANSAS",20,"HARVEY COUNTY",79,68.256,14.967
"KENTUCKY",21,"GARRARD COUNTY",79,57.28,19.866
"LOUISIANA",22,"RAPIDES PARISH",79,64.19,14.971
"MICHIGAN",26,"KALKASKA COUNTY",79,62.983,17.203
"MINNESOTA",27,"LE SUEUR COUNTY",79,64.027,16.317
"MISSISSIPPI",28,"LEAKE COUNTY",79,66.364,11.002
"MISSOURI",29,"GRUNDY COUNTY",79,60.658,18.892
"MONTANA",30,"PRAIRIE COUNTY",79,64.273,17.999
"NEBRASKA",31,"HALL COUNTY",79,64.992,15.835
"NEW YORK",36,"PUTNAM COUNTY",79,73.088,11.856
"NORTH CAROLINA",37,"GREENE COUNTY",79,68.374,10.888
"NORTH DAKOTA",38,"ROLETTE COUNTY",79,71.2,10.611
"OHIO",39,"JACKSON COUNTY",79,59.426,18.662
"OKLAHOMA",40,"LE FLORE COUNTY",79,58.946,19.456
"PENNSYLVANIA",42,"LUZERNE COUNTY",79,68.137,14.638
"SOUTH CAROLINA",45,"RICHLAND COUNTY",79,79.085,6.957
"SOUTH DAKOTA",46,"LAKE COUNTY",79,65.589,16.234
"TENNESSEE",47,"HENRY COUNTY",79,60.59,16.865
"TEXAS",48,"COCHRAN COUNTY",79,65.182,15.15
"ARKANSAS",5,"LINCOLN COUNTY",79,64.801,13.829
"VIRGINIA",51,"GREENE COUNTY",79,66.974,15.447
"WEST VIRGINIA",54,"PUTNAM COUNTY",79,56.748,19.975
"WISCONSIN",55,"MILWAUKEE COUNTY",79,71.85,9.068
"CALIFORNIA",6,"SAN LUIS OBISPO COUNTY",79,77.892,10.234
"COLORADO",8,"MINERAL COUNTY",79,74.665,11.769
"VIRGINIA",51,"STAUNTON CITY",790,71.327,12.2
"VIRGINIA",51,"SUFFOLK CITY",800,70.871,8.81
"ALABAMA",1,"LEE COUNTY",81,69.091,13.472
"FLORIDA",12,"MANATEE COUNTY",81,70.875,11.99
"GEORGIA",13,"CRISP COUNTY",81,67.011,11.506
"IDAHO",16,"TETON COUNTY",81,74.205,11.601
"ILLINOIS",17,"JEFFERSON COUNTY",81,61.968,17.514
"INDIANA",18,"JOHNSON COUNTY",81,58.612,19.1
"IOWA",19,"HANCOCK COUNTY",81,64.339,16.772
"KANSAS",20,"HASKELL COUNTY",81,62.448,17.165
"KENTUCKY",21,"GRANT COUNTY",81,56.482,19.942
"LOUISIANA",22,"RED RIVER PARISH",81,64.002,11.985
"MICHIGAN",26,"KENT COUNTY",81,69.425,13.495
"MINNESOTA",27,"LINCOLN COUNTY",81,65.804,15.104
"MISSISSIPPI",28,"LEE COUNTY",81,62.127,15.628
"MISSOURI",29,"HARRISON COUNTY",81,59.749,19.047
"MONTANA",30,"RAVALLI COUNTY",81,67.103,16.831
"NEBRASKA",31,"HAMILTON COUNTY",81,59.272,21.067
"NEW YORK",36,"QUEENS COUNTY",81,82.37,5.529
"NORTH CAROLINA",37,"GUILFORD COUNTY",81,77.172,8.6
"NORTH DAKOTA",38,"SARGENT COUNTY",81,67.428,14.413
"OHIO",39,"JEFFERSON COUNTY",81,56.455,17.295
"OKLAHOMA",40,"LINCOLN COUNTY",81,58.656,21.036
"PENNSYLVANIA",42,"LYCOMING COUNTY",81,66.874,16.398
"SOUTH CAROLINA",45,"SALUDA COUNTY",81,65.383,12.512
"SOUTH DAKOTA",46,"LAWRENCE COUNTY",81,66.679,16.051
"TENNESSEE",47,"HICKMAN COUNTY",81,61.305,17.264
"TEXAS",48,"COKE COUNTY",81,60.501,20.639
"ARKANSAS",5,"LITTLE RIVER COUNTY",81,60.116,17.533
"VIRGINIA",51,"GREENSVILLE COUNTY",81,69.689,8.427
"WEST VIRGINIA",54,"RALEIGH COUNTY",81,60.701,16.583
"WISCONSIN",55,"MONROE COUNTY",81,65.163,15.67
"CALIFORNIA",6,"SAN MATEO COUNTY",81,83.146,6.511
"COLORADO",8,"MOFFAT COUNTY",81,52.894,19.584
"VIRGINIA",51,"VIRGINIA BEACH CITY",810,70.031,12.955
"VIRGINIA",51,"WAYNESBORO CITY",820,66.946,13.355
"ALABAMA",1,"LIMESTONE COUNTY",83,54.14,20.268
"FLORIDA",12,"MARION COUNTY",83,69.834,14.311
"GEORGIA",13,"DADE COUNTY",83,61.753,18.904
"IDAHO",16,"TWIN FALLS COUNTY",83,63.724,18.451
"ILLINOIS",17,"JERSEY COUNTY",83,59.624,19.199
"INDIANA",18,"KNOX COUNTY",83,55.71,20.023
"IOWA",19,"HARDIN COUNTY",83,62.079,17.808
"KANSAS",20,"HODGEMAN COUNTY",83,58.952,21.558
"KENTUCKY",21,"GRAVES COUNTY",83,57.422,20.592
"LOUISIANA",22,"RICHLAND PARISH",83,63.051,14.565
"MICHIGAN",26,"KEWEENAW COUNTY",83,65.671,15.941
"MINNESOTA",27,"LYON COUNTY",83,66.022,15.376
"MISSISSIPPI",28,"LEFLORE COUNTY",83,71.042,6.538
"MISSOURI",29,"HENRY COUNTY",83,58.81,17.136
"MONTANA",30,"RICHLAND COUNTY",83,58.165,21.474
"NEBRASKA",31,"HARLAN COUNTY",83,61.396,19.548
"NEW YORK",36,"RENSSELAER COUNTY",83,74.966,10.6
"NORTH CAROLINA",37,"HALIFAX COUNTY",83,72.515,7.788
"NORTH DAKOTA",38,"SHERIDAN COUNTY",83,61.865,18.368
"OHIO",39,"KNOX COUNTY",83,64.827,16.148
"OKLAHOMA",40,"LOGAN COUNTY",83,64.658,17.333
"PENNSYLVANIA",42,"MCKEAN COUNTY",83,63.628,16.98
"SOUTH CAROLINA",45,"SPARTANBURG COUNTY",83,68.408,12.778
"SOUTH DAKOTA",46,"LINCOLN COUNTY",83,64.351,17.401
"TENNESSEE",47,"HOUSTON COUNTY",83,53.666,16.982
"TEXAS",48,"COLEMAN COUNTY",83,56.387,22.962
"ARKANSAS",5,"LOGAN COUNTY",83,58.912,20.329
"VIRGINIA",51,"HALIFAX COUNTY",83,65.979,11.568
"WEST VIRGINIA",54,"RANDOLPH COUNTY",83,62.888,16.682
"WISCONSIN",55,"OCONTO COUNTY",83,60.989,17.197
"CALIFORNIA",6,"SANTA BARBARA COUNTY",83,78.468,7.586
"COLORADO",8,"MONTEZUMA COUNTY",83,63.887,17.001
"VIRGINIA",51,"WILLIAMSBURG CITY",830,78.701,8.278
"VIRGINIA",51,"WINCHESTER CITY",840,75.721,8.957
"ALABAMA",1,"LOWNDES COUNTY",85,69.629,6.524
"FLORIDA",12,"MARTIN COUNTY",85,67.429,15.186
"GEORGIA",13,"DAWSON COUNTY",85,59.517,21.41
"IDAHO",16,"VALLEY COUNTY",85,64.546,17.469
"ILLINOIS",17,"JO DAVIESS COUNTY",85,65.543,15.048
"INDIANA",18,"KOSCIUSKO COUNTY",85,58.37,19.364
"IOWA",19,"HARRISON COUNTY",85,63.641,17.246
"KANSAS",20,"JACKSON COUNTY",85,63.604,17.719
"KENTUCKY",21,"GRAYSON COUNTY",85,56.748,19.609
"LOUISIANA",22,"SABINE PARISH",85,59.66,18.86
"MICHIGAN",26,"LAKE COUNTY",85,66.128,14.101
"MINNESOTA",27,"MCLEOD COUNTY",85,61.419,17.966
"MISSISSIPPI",28,"LINCOLN COUNTY",85,60.462,16.23
"MISSOURI",29,"HICKORY COUNTY",85,61.882,18.047
"MONTANA",30,"ROOSEVELT COUNTY",85,69.043,13.071
"NEBRASKA",31,"HAYES COUNTY",85,58.681,21.534
"NEW YORK",36,"RICHMOND COUNTY",85,76.184,9.23
"NORTH CAROLINA",37,"HARNETT COUNTY",85,66.591,14.743
"NORTH DAKOTA",38,"SIOUX COUNTY",85,77.118,8.029
"OHIO",39,"LAKE COUNTY",85,68.501,13.96
"OKLAHOMA",40,"LOVE COUNTY",85,61.718,18.444
"PENNSYLVANIA",42,"MERCER COUNTY",85,68.765,13.966
"SOUTH CAROLINA",45,"SUMTER COUNTY",85,72.612,8.835
"SOUTH DAKOTA",46,"LYMAN COUNTY",85,66.663,14.664
"TENNESSEE",47,"HUMPHREYS COUNTY",85,54.066,18.561
"TEXAS",48,"COLLIN COUNTY",85,73.273,13.382
"ARKANSAS",5,"LONOKE COUNTY",85,59.129,20.206
"VIRGINIA",51,"HANOVER COUNTY",85,65.935,16.529
"WEST VIRGINIA",54,"RITCHIE COUNTY",85,56.275,21.143
"WISCONSIN",55,"ONEIDA COUNTY",85,66.681,14.977
"CALIFORNIA",6,"SANTA CLARA COUNTY",85,82.377,6.76
"COLORADO",8,"MONTROSE COUNTY",85,63.195,17.32
"FLORIDA",12,"MIAMI-DADE COUNTY",86,78.71,7.167
"ALABAMA",1,"MACON COUNTY",87,72.42,5.593
"FLORIDA",12,"MONROE COUNTY",87,76.107,10.796
"GEORGIA",13,"DECATUR COUNTY",87,67.218,11.525
"IDAHO",16,"WASHINGTON COUNTY",87,63.496,16.94
"ILLINOIS",17,"JOHNSON COUNTY",87,57.364,18.843
"INDIANA",18,"LAGRANGE COUNTY",87,65.858,14.311
"IOWA",19,"HENRY COUNTY",87,63.6,17.524
"KANSAS",20,"JEFFERSON COUNTY",87,58.987,18.338
"KENTUCKY",21,"GREEN COUNTY",87,58.506,19.47
"LOUISIANA",22,"ST. BERNARD PARISH",87,63.425,15.86
"MICHIGAN",26,"LAPEER COUNTY",87,61.8,19.192
"MINNESOTA",27,"MAHNOMEN COUNTY",87,69.78,11.664
"MISSISSIPPI",28,"LOWNDES COUNTY",87,66.73,11.575
"MISSOURI",29,"HOLT COUNTY",87,61.169,18.714
"MONTANA",30,"ROSEBUD COUNTY",87,58.425,16.236
"NEBRASKA",31,"HITCHCOCK COUNTY",87,60.178,20.249
"NEW YORK",36,"ROCKLAND COUNTY",87,74.117,9.571
"NORTH CAROLINA",37,"HAYWOOD COUNTY",87,67.438,15.211
"NORTH DAKOTA",38,"SLOPE COUNTY",87,64.818,17.387
"OHIO",39,"LAWRENCE COUNTY",87,58.272,18.986
"OKLAHOMA",40,"MCCLAIN COUNTY",87,58.393,22.085
