"state","s_fips","county","c_fips","happening","happening_oppose"
"KENTUCKY",21,"ROWAN COUNTY",205,65.092,15.537
"MISSOURI",29,"SHELBY COUNTY",205,61.497,18.162
"TEXAS",48,"HARTLEY COUNTY",205,61.413,19.271
"GEORGIA",13,"MONROE COUNTY",207,55.681,16.368
"KANSAS",20,"WOODSON COUNTY",207,60.328,18.846
"KENTUCKY",21,"RUSSELL COUNTY",207,51.765,23.823
"MISSOURI",29,"STODDARD COUNTY",207,59.248,19.413
"TEXAS",48,"HASKELL COUNTY",207,64.132,16.709
"GEORGIA",13,"MONTGOMERY COUNTY",209,62.608,15.511
"KANSAS",20,"WYANDOTTE COUNTY",209,75.191,8.602
"KENTUCKY",21,"SCOTT COUNTY",209,62.397,17.469
"MISSOURI",29,"STONE COUNTY",209,58.815,21.057
"TEXAS",48,"HAYS COUNTY",209,76.344,10.785
"ALABAMA",1,"CHILTON COUNTY",21,56.115,21.085
"FLORIDA",12,"COLLIER COUNTY",21,66.898,14.155
"GEORGIA",13,"BIBB COUNTY",21,72.24,8.151
"IDAHO",16,"BOUNDARY COUNTY",21,60.059,20.558
"ILLINOIS",17,"CHRISTIAN COUNTY",21,55.974,18.348
"INDIANA",18,"CLAY COUNTY",21,57.373,20.679
"IOWA",19,"BUENA VISTA COUNTY",21,70.136,12.662
"KANSAS",20,"CHEROKEE COUNTY",21,60.813,19.336
"KENTUCKY",21,"BOYLE COUNTY",21,62.758,16.407
"LOUISIANA",22,"CALDWELL PARISH",21,60.378,18.349
"MAINE",23,"PISCATAQUIS COUNTY",21,64.238,15.027
"MARYLAND",24,"FREDERICK COUNTY",21,70.416,12.665
"MASSACHUSETTS",25,"NORFOLK COUNTY",21,79.09,8.883
"MICHIGAN",26,"BERRIEN COUNTY",21,66.482,14.052
"MINNESOTA",27,"CASS COUNTY",21,65.24,15.73
"MISSISSIPPI",28,"CLAIBORNE COUNTY",21,73.259,5.28
"MISSOURI",29,"BUCHANAN COUNTY",21,65.705,14.979
"MONTANA",30,"DAWSON COUNTY",21,60.652,20.553
"NEBRASKA",31,"BURT COUNTY",21,60.355,18.266
"NEVADA",32,"MINERAL COUNTY",21,64.555,15.556
"NEW JERSEY",34,"MERCER COUNTY",21,78.665,6.887
"NEW MEXICO",35,"HARDING COUNTY",21,71.832,13.94
"NEW YORK",36,"COLUMBIA COUNTY",21,72.596,10.661
"NORTH CAROLINA",37,"BUNCOMBE COUNTY",21,75.004,10.535
"NORTH DAKOTA",38,"DICKEY COUNTY",21,65.363,16.304
"OHIO",39,"CHAMPAIGN COUNTY",21,60.065,18.637
"ARIZONA",4,"PINAL COUNTY",21,68.797,13.796
"OKLAHOMA",40,"CHEROKEE COUNTY",21,66.632,15.247
"OREGON",41,"GILLIAM COUNTY",21,62.025,18.72
"PENNSYLVANIA",42,"CAMBRIA COUNTY",21,63.468,16.569
"SOUTH CAROLINA",45,"CHEROKEE COUNTY",21,61.627,15.631
"SOUTH DAKOTA",46,"CAMPBELL COUNTY",21,62.526,18.17
"TENNESSEE",47,"CHEATHAM COUNTY",21,57.477,19.037
"TEXAS",48,"BASTROP COUNTY",21,68.246,12.588
"UTAH",49,"IRON COUNTY",21,63.475,19.29
"ARKANSAS",5,"CLAY COUNTY",21,62.094,16.809
"VERMONT",50,"RUTLAND COUNTY",21,69.29,13.578
"VIRGINIA",51,"BLAND COUNTY",21,54.013,23.13
"WASHINGTON",53,"FRANKLIN COUNTY",21,63.786,15.612
"WEST VIRGINIA",54,"GILMER COUNTY",21,63.928,16.334
"WISCONSIN",55,"COLUMBIA COUNTY",21,65.001,13.097
"WYOMING",56,"LARAMIE COUNTY",21,65.741,17.846
"CALIFORNIA",6,"GLENN COUNTY",21,68.57,13.334
"COLORADO",8,"CONEJOS COUNTY",21,74.067,10.665
"GEORGIA",13,"MORGAN COUNTY",211,67.455,13.374
"KENTUCKY",21,"SHELBY COUNTY",211,61.945,16.191
"MISSOURI",29,"SULLIVAN COUNTY",211,65.567,14.567
"TEXAS",48,"HEMPHILL COUNTY",211,63.215,18.121
"GEORGIA",13,"MURRAY COUNTY",213,55.184,23.303
"KENTUCKY",21,"SIMPSON COUNTY",213,58.263,18.577
"MISSOURI",29,"TANEY COUNTY",213,65.089,15.705
"TEXAS",48,"HENDERSON COUNTY",213,63.827,17.811
"GEORGIA",13,"MUSCOGEE COUNTY",215,74.184,8.197
"KENTUCKY",21,"SPENCER COUNTY",215,58.671,20.23
"MISSOURI",29,"TEXAS COUNTY",215,60.18,19.503
"TEXAS",48,"HIDALGO COUNTY",215,78.95,8.135
"GEORGIA",13,"NEWTON COUNTY",217,72.018,9.868
"KENTUCKY",21,"TAYLOR COUNTY",217,57.545,19.422
"MISSOURI",29,"VERNON COUNTY",217,62.56,16.838
"TEXAS",48,"HILL COUNTY",217,62.16,18.643
"GEORGIA",13,"OCONEE COUNTY",219,66.596,17.19
"KENTUCKY",21,"TODD COUNTY",219,58.026,18.35
"MISSOURI",29,"WARREN COUNTY",219,61.075,18.975
"TEXAS",48,"HOCKLEY COUNTY",219,66.044,15.972
"ALASKA",2,"SITKA CITY AND BOROUGH",220,76.841,10.204
"GEORGIA",13,"OGLETHORPE COUNTY",221,63.897,15.45
"KENTUCKY",21,"TRIGG COUNTY",221,58.857,19.05
"MISSOURI",29,"WASHINGTON COUNTY",221,58.843,19.086
"TEXAS",48,"HOOD COUNTY",221,58.786,22.278
"GEORGIA",13,"PAULDING COUNTY",223,63.521,16.874
"KENTUCKY",21,"TRIMBLE COUNTY",223,56.466,17.33
"MISSOURI",29,"WAYNE COUNTY",223,61.37,17.568
"TEXAS",48,"HOPKINS COUNTY",223,58.71,21.048
"GEORGIA",13,"PEACH COUNTY",225,73.21,9.026
"KENTUCKY",21,"UNION COUNTY",225,56.592,19.716
"MISSOURI",29,"WEBSTER COUNTY",225,60.04,18.427
"TEXAS",48,"HOUSTON COUNTY",225,60.537,17.388
"GEORGIA",13,"PICKENS COUNTY",227,62.031,18.562
"KENTUCKY",21,"WARREN COUNTY",227,67.989,13.957
"MISSOURI",29,"WORTH COUNTY",227,61.225,18.339
"TEXAS",48,"HOWARD COUNTY",227,62.316,17.412
"GEORGIA",13,"PIERCE COUNTY",229,55.479,21.289
"KENTUCKY",21,"WASHINGTON COUNTY",229,62.004,16.96
"MISSOURI",29,"WRIGHT COUNTY",229,59.517,18.886
"TEXAS",48,"HUDSPETH COUNTY",229,70.857,10.46
"ALABAMA",1,"CHOCTAW COUNTY",23,65.971,11.365
"FLORIDA",12,"COLUMBIA COUNTY",23,62.09,16.421
"GEORGIA",13,"BLECKLEY COUNTY",23,60.121,17.316
"IDAHO",16,"BUTTE COUNTY",23,58.123,21.591
"ILLINOIS",17,"CLARK COUNTY",23,59.731,18.496
"INDIANA",18,"CLINTON COUNTY",23,63.173,16.936
"IOWA",19,"BUTLER COUNTY",23,62.396,17.84
"KANSAS",20,"CHEYENNE COUNTY",23,61.412,19.71
"KENTUCKY",21,"BRACKEN COUNTY",23,55.865,18.868
"LOUISIANA",22,"CAMERON PARISH",23,50.058,24.539
"MAINE",23,"SAGADAHOC COUNTY",23,73.825,11.148
"MARYLAND",24,"GARRETT COUNTY",23,61.244,18.028
"MASSACHUSETTS",25,"PLYMOUTH COUNTY",23,74.685,10.792
"MICHIGAN",26,"BRANCH COUNTY",23,61.583,17.58
"MINNESOTA",27,"CHIPPEWA COUNTY",23,64.49,16.176
"MISSISSIPPI",28,"CLARKE COUNTY",23,61.84,14.541
"MISSOURI",29,"BUTLER COUNTY",23,61.716,17.524
"MONTANA",30,"DEER LODGE COUNTY",23,70.719,12.708
"NEBRASKA",31,"BUTLER COUNTY",23,59.805,19.874
"NEVADA",32,"NYE COUNTY",23,60.972,19.372
"NEW JERSEY",34,"MIDDLESEX COUNTY",23,80.183,8.103
"NEW MEXICO",35,"HIDALGO COUNTY",23,69.723,12.259
"NEW YORK",36,"CORTLAND COUNTY",23,69.516,12.674
"NORTH CAROLINA",37,"BURKE COUNTY",23,60.389,17.84
"NORTH DAKOTA",38,"DIVIDE COUNTY",23,56.361,17.696
"OHIO",39,"CLARK COUNTY",23,66.852,13.668
"ARIZONA",4,"SANTA CRUZ COUNTY",23,75.834,9.056
"OKLAHOMA",40,"CHOCTAW COUNTY",23,54.007,19.206
"OREGON",41,"GRANT COUNTY",23,63.366,18.285
"PENNSYLVANIA",42,"CAMERON COUNTY",23,62.792,17.417
"SOUTH CAROLINA",45,"CHESTER COUNTY",23,68.483,10.771
"SOUTH DAKOTA",46,"CHARLES MIX COUNTY",23,64.767,15.727
"TENNESSEE",47,"CHESTER COUNTY",23,58.731,19.406
"TEXAS",48,"BAYLOR COUNTY",23,56.931,23.039
"UTAH",49,"JUAB COUNTY",23,54.616,19.676
"ARKANSAS",5,"CLEBURNE COUNTY",23,59.592,20.379
"VERMONT",50,"WASHINGTON COUNTY",23,76.578,9.597
"VIRGINIA",51,"BOTETOURT COUNTY",23,58.757,19.31
"WASHINGTON",53,"GARFIELD COUNTY",23,64.446,17.794
"WEST VIRGINIA",54,"GRANT COUNTY",23,50.424,21.014
"WISCONSIN",55,"CRAWFORD COUNTY",23,64.766,14.059
"WYOMING",56,"LINCOLN COUNTY",23,55.959,18.724
"CALIFORNIA",6,"HUMBOLDT COUNTY",23,79.333,8.77
"COLORADO",8,"COSTILLA COUNTY",23,78.558,7.897
"ALASKA",2,"SKAGWAY MUNICIPALITY",230,75.518,10.995
"GEORGIA",13,"PIKE COUNTY",231,55.662,20.872
"KENTUCKY",21,"WAYNE COUNTY",231,58.626,19.254
"TEXAS",48,"HUNT COUNTY",231,61.66,17.13
"GEORGIA",13,"POLK COUNTY",233,60.602,18.02
"KENTUCKY",21,"WEBSTER COUNTY",233,52.639,19.252
"TEXAS",48,"HUTCHINSON COUNTY",233,57.249,21.634
"GEORGIA",13,"PULASKI COUNTY",235,61.33,15.161
"KENTUCKY",21,"WHITLEY COUNTY",235,57.877,20.916
"TEXAS",48,"IRION COUNTY",235,58.3,22.171
"GEORGIA",13,"PUTNAM COUNTY",237,63.851,14.038
"KENTUCKY",21,"WOLFE COUNTY",237,62.27,16.015
"TEXAS",48,"JACK COUNTY",237,49.452,23.319
"GEORGIA",13,"QUITMAN COUNTY",239,69.504,8.768
"KENTUCKY",21,"WOODFORD COUNTY",239,65.779,15.085
"TEXAS",48,"JACKSON COUNTY",239,62.736,17.684
"ALASKA",2,"SOUTHEAST FAIRBANKS CENSUS AREA",240,71.373,12.225
"GEORGIA",13,"RABUN COUNTY",241,65.381,16.643
"TEXAS",48,"JASPER COUNTY",241,59.26,19.29
"GEORGIA",13,"RANDOLPH COUNTY",243,75.631,6.249
"TEXAS",48,"JEFF DAVIS COUNTY",243,73.001,12.222
"GEORGIA",13,"RICHMOND COUNTY",245,74.278,6.75
"TEXAS",48,"JEFFERSON COUNTY",245,70.353,11.239
"GEORGIA",13,"ROCKDALE COUNTY",247,76.117,7.327
"TEXAS",48,"JIM HOGG COUNTY",247,77.721,7.42
"GEORGIA",13,"SCHLEY COUNTY",249,60.058,16.98
"TEXAS",48,"JIM WELLS COUNTY",249,71.848,10.2
"ALABAMA",1,"CLARKE COUNTY",25,62.474,12.053
"GEORGIA",13,"BRANTLEY COUNTY",25,56.231,21.168
"IDAHO",16,"CAMAS COUNTY",25,61.645,19.675
"ILLINOIS",17,"CLAY COUNTY",25,57.229,21.734
"INDIANA",18,"CRAWFORD COUNTY",25,60.427,18.419
"IOWA",19,"CALHOUN COUNTY",25,62.467,18.088
"KANSAS",20,"CLARK COUNTY",25,61.869,19.607
"KENTUCKY",21,"BREATHITT COUNTY",25,61.928,17.339
"LOUISIANA",22,"CATAHOULA PARISH",25,58.326,17.559
"MAINE",23,"SOMERSET COUNTY",25,66.295,14.347
"MARYLAND",24,"HARFORD COUNTY",25,70.974,12.031
"MASSACHUSETTS",25,"SUFFOLK COUNTY",25,83.839,5.685
"MICHIGAN",26,"CALHOUN COUNTY",25,67.37,14.07
"MINNESOTA",27,"CHISAGO COUNTY",25,66.626,16.479
"MISSISSIPPI",28,"CLAY COUNTY",25,68.31,8.979
"MISSOURI",29,"CALDWELL COUNTY",25,60.423,18.936
"MONTANA",30,"FALLON COUNTY",25,57.941,22.509
"NEBRASKA",31,"CASS COUNTY",25,62.48,18.454
"NEW JERSEY",34,"MONMOUTH COUNTY",25,73.801,10.408
"NEW MEXICO",35,"LEA COUNTY",25,63.547,15.992
"NEW YORK",36,"DELAWARE COUNTY",25,68.504,13.233
"NORTH CAROLINA",37,"CABARRUS COUNTY",25,66.355,15.16
"NORTH DAKOTA",38,"DUNN COUNTY",25,63.144,17.709
"OHIO",39,"CLERMONT COUNTY",25,64.422,17.586
"ARIZONA",4,"YAVAPAI COUNTY",25,63.266,19.482
"OKLAHOMA",40,"CIMARRON COUNTY",25,54.899,24.78
"OREGON",41,"HARNEY COUNTY",25,62.964,18.763
"PENNSYLVANIA",42,"CARBON COUNTY",25,64.953,17.017
"SOUTH CAROLINA",45,"CHESTERFIELD COUNTY",25,65.885,11.977
"SOUTH DAKOTA",46,"CLARK COUNTY",25,65.08,15.466
"TENNESSEE",47,"CLAIBORNE COUNTY",25,55.835,21.047
"TEXAS",48,"BEE COUNTY",25,68.852,12.431
"UTAH",49,"KANE COUNTY",25,58.74,19.373
"ARKANSAS",5,"CLEVELAND COUNTY",25,59.111,19.302
"VERMONT",50,"WINDHAM COUNTY",25,77.596,8.86
"VIRGINIA",51,"BRUNSWICK COUNTY",25,70.86,8.331
"WASHINGTON",53,"GRANT COUNTY",25,67.411,14.78
"WEST VIRGINIA",54,"GREENBRIER COUNTY",25,63.317,16.968
"WISCONSIN",55,"DANE COUNTY",25,79.466,8.75
"WYOMING",56,"NATRONA COUNTY",25,59.174,20.81
"CALIFORNIA",6,"IMPERIAL COUNTY",25,76.616,7.625
"COLORADO",8,"CROWLEY COUNTY",25,61.257,18.503
"GEORGIA",13,"SCREVEN COUNTY",251,66.886,11.595
"TEXAS",48,"JOHNSON COUNTY",251,63.261,18.496
"GEORGIA",13,"SEMINOLE COUNTY",253,63.851,14.264
"TEXAS",48,"JONES COUNTY",253,62.874,16.665
"GEORGIA",13,"SPALDING COUNTY",255,65.089,13.103
"TEXAS",48,"KARNES COUNTY",255,64.548,15.477
"GEORGIA",13,"STEPHENS COUNTY",257,64.712,16.756
"TEXAS",48,"KAUFMAN COUNTY",257,63.09,16.495
"GEORGIA",13,"STEWART COUNTY",259,72.522,7.673
"TEXAS",48,"KENDALL COUNTY",259,64.761,18.393
"GEORGIA",13,"SUMTER COUNTY",261,70.376,8.783
"ALASKA",2,"VALDEZ-CORDOVA CENSUS AREA",261,72.887,11.743
"TEXAS",48,"KENEDY COUNTY",261,65.364,11.245
"GEORGIA",13,"TALBOT COUNTY",263,73.557,7.211
"TEXAS",48,"KENT COUNTY",263,61.75,19.008
"GEORGIA",13,"TALIAFERRO COUNTY",265,72.685,6.42
"TEXAS",48,"KERR COUNTY",265,62.307,18.195
"GEORGIA",13,"TATTNALL COUNTY",267,67.126,12.714
"TEXAS",48,"KIMBLE COUNTY",267,62.659,18.741
"GEORGIA",13,"TAYLOR COUNTY",269,64.135,13.224
"TEXAS",48,"KING COUNTY",269,57.912,19.433
"ALABAMA",1,"CLAY COUNTY",27,54.66,20.977
"FLORIDA",12,"DESOTO COUNTY",27,68.895,12.787
"GEORGIA",13,"BROOKS COUNTY",27,67.673,11.803
"IDAHO",16,"CANYON COUNTY",27,58.799,21.735
"ILLINOIS",17,"CLINTON COUNTY",27,63.76,17.816
"INDIANA",18,"DAVIESS COUNTY",27,58.717,17.129
"IOWA",19,"CARROLL COUNTY",27,63.425,17.428
"KANSAS",20,"CLAY COUNTY",27,60.474,20.34
"KENTUCKY",21,"BRECKINRIDGE COUNTY",27,59.928,17.424
"LOUISIANA",22,"CLAIBORNE PARISH",27,66.949,11.118
"MAINE",23,"WALDO COUNTY",27,72.011,11.574
"MARYLAND",24,"HOWARD COUNTY",27,76.382,8.584
"MASSACHUSETTS",25,"WORCESTER COUNTY",27,71.601,10.556
"MICHIGAN",26,"CASS COUNTY",27,61.146,17.036
"MINNESOTA",27,"CLAY COUNTY",27,70.224,12.694
"MISSISSIPPI",28,"COAHOMA COUNTY",27,73.444,5.916
"MISSOURI",29,"CALLAWAY COUNTY",27,63.068,16.888
"MONTANA",30,"FERGUS COUNTY",27,64.031,18.182
"NEBRASKA",31,"CEDAR COUNTY",27,60.599,19.465
"NEVADA",32,"PERSHING COUNTY",27,64.053,17.546
"NEW JERSEY",34,"MORRIS COUNTY",27,78.417,9.328
"NEW MEXICO",35,"LINCOLN COUNTY",27,66.158,16.45
"NEW YORK",36,"DUTCHESS COUNTY",27,72.353,9.605
"NORTH CAROLINA",37,"CALDWELL COUNTY",27,62.415,18.497
"NORTH DAKOTA",38,"EDDY COUNTY",27,68.74,13.994
"OHIO",39,"CLINTON COUNTY",27,60.587,18.88
"ARIZONA",4,"YUMA COUNTY",27,71.051,12.021
"OKLAHOMA",40,"CLEVELAND COUNTY",27,68.324,16.414
"OREGON",41,"HOOD RIVER COUNTY",27,79.438,7.995
"PENNSYLVANIA",42,"CENTRE COUNTY",27,72.852,11.296
"SOUTH CAROLINA",45,"CLARENDON COUNTY",27,69.348,9.102
"SOUTH DAKOTA",46,"CLAY COUNTY",27,75.142,10.646
"TENNESSEE",47,"CLAY COUNTY",27,56.856,19.966
"TEXAS",48,"BELL COUNTY",27,74.251,11.403
"UTAH",49,"MILLARD COUNTY",27,52.444,21.514
"ARKANSAS",5,"COLUMBIA COUNTY",27,65.082,13.571
"VERMONT",50,"WINDSOR COUNTY",27,73.261,11.182
"VIRGINIA",51,"BUCHANAN COUNTY",27,56.104,20.885
"WASHINGTON",53,"GRAYS HARBOR COUNTY",27,69.151,14.058
"WEST VIRGINIA",54,"HAMPSHIRE COUNTY",27,60.007,19.087
"WISCONSIN",55,"DODGE COUNTY",27,65.09,16.237
"WYOMING",56,"NIOBRARA COUNTY",27,60.244,20.503
"CALIFORNIA",6,"INYO COUNTY",27,72.795,11.482
"COLORADO",8,"CUSTER COUNTY",27,69.29,14.986
"GEORGIA",13,"TELFAIR COUNTY",271,61.811,13.101
"TEXAS",48,"KINNEY COUNTY",271,65.542,15.582
"GEORGIA",13,"TERRELL COUNTY",273,70.195,8.258
"TEXAS",48,"KLEBERG COUNTY",273,75.36,9.718
"GEORGIA",13,"THOMAS COUNTY",275,68.728,11.73
"ALASKA",2,"WRANGELL CITY AND BOROUGH",275,72.915,11.452
"TEXAS",48,"KNOX COUNTY",275,62.621,17.675
"GEORGIA",13,"TIFT COUNTY",277,64.749,14.192
"TEXAS",48,"LAMAR COUNTY",277,59.545,18.851
"GEORGIA",13,"TOOMBS COUNTY",279,64.798,14.254
"TEXAS",48,"LAMB COUNTY",279,59.509,15.159
"NEW MEXICO",35,"LOS ALAMOS COUNTY",28,73.689,11.765
"GEORGIA",13,"TOWNS COUNTY",281,61.074,20.246
"TEXAS",48,"LAMPASAS COUNTY",281,63.434,17.712
"ALASKA",2,"YAKUTAT CITY AND BOROUGH",282,73.277,11.104
"GEORGIA",13,"TREUTLEN COUNTY",283,65.75,13.11
"TEXAS",48,"LA SALLE COUNTY",283,70.944,10.544
"GEORGIA",13,"TROUP COUNTY",285,64.145,13.444
"TEXAS",48,"LAVACA COUNTY",285,60.025,20.191
"GEORGIA",13,"TURNER COUNTY",287,64.576,12.856
"TEXAS",48,"LEE COUNTY",287,62.343,16.305
"GEORGIA",13,"TWIGGS COUNTY",289,66.787,10.35
"TEXAS",48,"LEON COUNTY",289,58.409,19.123
"ALABAMA",1,"CLEBURNE COUNTY",29,57.483,20.658
"FLORIDA",12,"DIXIE COUNTY",29,63.035,16.858
"GEORGIA",13,"BRYAN COUNTY",29,66.307,16.505
"IDAHO",16,"CARIBOU COUNTY",29,59.556,21.082
"ILLINOIS",17,"COLES COUNTY",29,66.294,15.316
"INDIANA",18,"DEARBORN COUNTY",29,58.82,18.561
"IOWA",19,"CASS COUNTY",29,63.671,17.01
"KANSAS",20,"CLOUD COUNTY",29,60.404,20.248
"KENTUCKY",21,"BULLITT COUNTY",29,58.125,19.281
"LOUISIANA",22,"CONCORDIA PARISH",29,60.757,15.853
"MAINE",23,"WASHINGTON COUNTY",29,67.969,12.005
"MARYLAND",24,"KENT COUNTY",29,75.531,9.323
"MICHIGAN",26,"CHARLEVOIX COUNTY",29,66.849,15.416
"MINNESOTA",27,"CLEARWATER COUNTY",29,63.657,16.466
"MISSISSIPPI",28,"COPIAH COUNTY",29,65.574,10.997
"MISSOURI",29,"CAMDEN COUNTY",29,63.835,17.669
"MONTANA",30,"FLATHEAD COUNTY",29,64.547,17.82
"NEBRASKA",31,"CHASE COUNTY",29,59.834,20.697
"NEVADA",32,"STOREY COUNTY",29,58.337,18.869
"NEW JERSEY",34,"OCEAN COUNTY",29,66.482,14.315
"NEW MEXICO",35,"LUNA COUNTY",29,69.38,11.685
"NEW YORK",36,"ERIE COUNTY",29,75.901,9.383
"NORTH CAROLINA",37,"CAMDEN COUNTY",29,58.876,19.497
"NORTH DAKOTA",38,"EMMONS COUNTY",29,61.305,18.26
"OHIO",39,"COLUMBIANA COUNTY",29,61.258,18.858
"OKLAHOMA",40,"COAL COUNTY",29,59.771,20.105
"OREGON",41,"JACKSON COUNTY",29,66.041,15.244
"PENNSYLVANIA",42,"CHESTER COUNTY",29,77.197,9.278
"SOUTH CAROLINA",45,"COLLETON COUNTY",29,67.668,10.429
"SOUTH DAKOTA",46,"CODINGTON COUNTY",29,61.924,18.37
"TENNESSEE",47,"COCKE COUNTY",29,57.492,19.311
"TEXAS",48,"BEXAR COUNTY",29,80.344,9.11
"UTAH",49,"MORGAN COUNTY",29,58.276,23.465
"ARKANSAS",5,"CONWAY COUNTY",29,66.478,14.535
"VIRGINIA",51,"BUCKINGHAM COUNTY",29,68.228,10.929
"WASHINGTON",53,"ISLAND COUNTY",29,71.102,10.582
"WEST VIRGINIA",54,"HANCOCK COUNTY",29,60.918,17.271
"WISCONSIN",55,"DOOR COUNTY",29,68.344,13.942
"WYOMING",56,"PARK COUNTY",29,62.892,19.953
"CALIFORNIA",6,"KERN COUNTY",29,69.574,14.002
"COLORADO",8,"DELTA COUNTY",29,61.971,16.677
"ALASKA",2,"YUKON-KOYUKUK CENSUS AREA",290,74.584,9.95
"GEORGIA",13,"UNION COUNTY",291,61.465,20.021
"TEXAS",48,"LIBERTY COUNTY",291,59.663,18.074
"GEORGIA",13,"UPSON COUNTY",293,63.88,15.303
"TEXAS",48,"LIMESTONE COUNTY",293,58.806,16.576
"GEORGIA",13,"WALKER COUNTY",295,58.644,20.707
"TEXAS",48,"LIPSCOMB COUNTY",295,57.399,22.524
"GEORGIA",13,"WALTON COUNTY",297,62.434,16.84
"TEXAS",48,"LIVE OAK COUNTY",297,60.413,19.279
"GEORGIA",13,"WARE COUNTY",299,65.945,14.692
"TEXAS",48,"LLANO COUNTY",299,65.512,17.472
"ALABAMA",1,"BALDWIN COUNTY",3,60.59,19.028
"DELAWARE",10,"NEW CASTLE COUNTY",3,70.875,9.996
"FLORIDA",12,"BAKER COUNTY",3,58.921,19.292
"GEORGIA",13,"ATKINSON COUNTY",3,62.61,15.147
"HAWAII",15,"HONOLULU COUNTY",3,82.567,5.739
"IDAHO",16,"ADAMS COUNTY",3,62.816,18.312
"ILLINOIS",17,"ALEXANDER COUNTY",3,65.167,12.566
"INDIANA",18,"ALLEN COUNTY",3,65.608,15.522
"IOWA",19,"ADAMS COUNTY",3,66.141,15.686
"KANSAS",20,"ANDERSON COUNTY",3,63.977,17.17
"KENTUCKY",21,"ALLEN COUNTY",3,59.119,18.995
"LOUISIANA",22,"ALLEN PARISH",3,61.219,17.727
"MAINE",23,"AROOSTOOK COUNTY",3,66.385,14.331
"MARYLAND",24,"ANNE ARUNDEL COUNTY",3,70.001,10.366
"MASSACHUSETTS",25,"BERKSHIRE COUNTY",3,75.356,11.132
"MICHIGAN",26,"ALGER COUNTY",3,69.622,12.256
"MINNESOTA",27,"ANOKA COUNTY",3,65.716,16.7
"MISSISSIPPI",28,"ALCORN COUNTY",3,58.355,19.47
"MISSOURI",29,"ANDREW COUNTY",3,59.738,19.729
"MONTANA",30,"BIG HORN COUNTY",3,71.293,10.463
"NEBRASKA",31,"ANTELOPE COUNTY",3,59.697,19.73
"NEVADA",32,"CLARK COUNTY",3,72.58,11.365
"NEW HAMPSHIRE",33,"CARROLL COUNTY",3,69.865,13.463
"NEW JERSEY",34,"BERGEN COUNTY",3,81.884,6.877
"NEW MEXICO",35,"CATRON COUNTY",3,66.948,15.93
"NEW YORK",36,"ALLEGANY COUNTY",3,64.407,15.982
"NORTH CAROLINA",37,"ALEXANDER COUNTY",3,60.2,19.508
"NORTH DAKOTA",38,"BARNES COUNTY",3,64.826,15.339
"OHIO",39,"ALLEN COUNTY",3,62.437,17.078
"ARIZONA",4,"COCHISE COUNTY",3,65.125,16.506
"OKLAHOMA",40,"ALFALFA COUNTY",3,59.922,21.215
"OREGON",41,"BENTON COUNTY",3,79.47,8.902
"PENNSYLVANIA",42,"ALLEGHENY COUNTY",3,75.62,10.166
"RHODE ISLAND",44,"KENT COUNTY",3,67.723,14.899
"SOUTH CAROLINA",45,"AIKEN COUNTY",3,63.18,14.053
"SOUTH DAKOTA",46,"AURORA COUNTY",3,66.761,15.402
"TENNESSEE",47,"BEDFORD COUNTY",3,59.466,17.35
"TEXAS",48,"ANDREWS COUNTY",3,65.546,15.653
"UTAH",49,"BOX ELDER COUNTY",3,61.949,20.214
"ARKANSAS",5,"ASHLEY COUNTY",3,63.449,14.815
"VERMONT",50,"BENNINGTON COUNTY",3,73.48,10.78
"VIRGINIA",51,"ALBEMARLE COUNTY",3,77.75,8.681
"WASHINGTON",53,"ASOTIN COUNTY",3,64.867,17.113
"WEST VIRGINIA",54,"BERKELEY COUNTY",3,65.159,17.622
"WISCONSIN",55,"ASHLAND COUNTY",3,71.554,11.444
"WYOMING",56,"BIG HORN COUNTY",3,59.23,20.901
"CALIFORNIA",6,"ALPINE COUNTY",3,75.709,9.274
"COLORADO",8,"ALAMOSA COUNTY",3,72.332,11.68
"CONNECTICUT",9,"HARTFORD COUNTY",3,73.374,9.452
"GEORGIA",13,"WARREN COUNTY",301,67.576,8.9
"TEXAS",48,"LOVING COUNTY",301,49.839,30.159
"GEORGIA",13,"WASHINGTON COUNTY",303,71.661,8.78
"TEXAS",48,"LUBBOCK COUNTY",303,66.721,17.437
"GEORGIA",13,"WAYNE COUNTY",305,62.733,15.964
"TEXAS",48,"LYNN COUNTY",305,64.747,16.181
"GEORGIA",13,"WEBSTER COUNTY",307,62.339,12.924
"TEXAS",48,"MCCULLOCH COUNTY",307,60.079,20.01
"GEORGIA",13,"WHEELER COUNTY",309,60.161,15.026
"TEXAS",48,"MCLENNAN COUNTY",309,64.07,16.129
"ALABAMA",1,"COFFEE COUNTY",31,59.04,19.772
"FLORIDA",12,"DUVAL COUNTY",31,72.164,12.09
"GEORGIA",13,"BULLOCH COUNTY",31,70.201,12.261
"IDAHO",16,"CASSIA COUNTY",31,61.05,19.672
"ILLINOIS",17,"COOK COUNTY",31,79.588,6.9
"INDIANA",18,"DECATUR COUNTY",31,62.138,18.839
"IOWA",19,"CEDAR COUNTY",31,64.144,16.722
"KANSAS",20,"COFFEY COUNTY",31,59.716,20.576
"KENTUCKY",21,"BUTLER COUNTY",31,54.258,19.922
"LOUISIANA",22,"DE SOTO PARISH",31,59.123,14.142
"MAINE",23,"YORK COUNTY",31,73.222,11.544
"MARYLAND",24,"MONTGOMERY COUNTY",31,84.025,5.541
"MICHIGAN",26,"CHEBOYGAN COUNTY",31,64.458,16.148
