"state","s_fips","county","c_fips","ttl_pop","male_pop","female_pop","med_age","male_med_age","female_med_age","white_pop","black_pop","native_pop","asian_pop","pacific_pop","other_race_pop","mult_race_pop","white_nonhisp_pop","hisp_ttl_pop","white_hisp_pop","black_hisp_pop","med_income"
"Mississippi",28,"Issaquena County",55,1361,841,520,42.2,39.2,45.6,514,839,0,0,0,8,0,504,18,10,0,24208
"Missouri",29,"Crawford County",55,24154,11920,12234,41.9,41.1,42.7,23350,90,9,51,0,139,515,22986,485,364,0,44438
"Montana",30,"McCone County",55,1790,902,888,46.6,43.2,48.3,1653,0,108,29,0,0,0,1589,67,64,0,49701
"Nebraska",31,"Douglas County",55,560617,276459,284158,34.7,33.8,35.5,443883,62004,3351,21389,283,11836,17871,389094,70367,54789,733,64629
"New Mexico",35,"Taos County",55,32786,16137,16649,48.8,47.9,50.2,27682,154,2131,282,1,1793,743,11563,18652,16119,100,38329
"New York",36,"Monroe County",55,743341,358722,384619,38.9,37.2,40.8,564617,113808,3040,27115,290,12865,21606,524588,65176,40029,6206,60075
"North Carolina",37,"Dare County",55,36222,18110,18112,46.5,45.2,48.2,33591,1086,142,279,12,450,662,31609,2714,1982,167,59381
"North Dakota",38,"McLean County",55,9584,4964,4620,46,45.2,47,8620,66,686,8,15,67,122,8540,237,80,3,68529
"Ohio",39,"Geauga County",55,93843,46444,47399,44.8,43.5,45.8,90764,1276,112,620,0,94,977,89670,1422,1094,7,82303
"Oklahoma",40,"Greer County",55,5861,3431,2430,40.4,38.4,44.5,4613,380,202,0,0,227,439,4369,669,244,10,41488
"Oregon",41,"Sherman County",55,1642,882,760,51.4,49.2,52.8,1504,3,12,2,23,12,86,1467,81,37,0,51071
"Pennsylvania",42,"Franklin County",55,154147,75710,78437,41.6,40.2,43.1,142470,5774,388,1296,22,977,3220,135774,8694,6696,385,63379
"South Carolina",45,"Kershaw County",55,65112,31563,33549,41.1,39.8,42.9,46360,15387,114,119,89,1062,1981,44783,2886,1577,211,51479
"South Dakota",46,"Haakon County",55,2018,1016,1002,44.1,42,48.1,1813,1,151,0,0,0,53,1800,13,13,0,42250
"Tennessee",47,"Giles County",55,29285,14316,14969,43.9,43,45.6,25222,2871,92,65,0,248,787,24637,741,585,40,49614
"Texas",48,"Caldwell County",55,42144,21313,20831,35.9,34,37.8,34069,2561,247,423,53,4217,574,16718,21993,17351,201,54152
"Utah",49,"Wayne County",55,2689,1386,1303,40.4,40.7,39.8,2576,6,6,8,42,19,32,2440,168,136,0,44245
"Arkansas",5,"Greene County",55,44937,22083,22854,38,37.2,38.6,42557,864,125,164,15,422,790,41791,1281,766,3,47056
"Washington",53,"San Juan County",55,16788,8089,8699,56.6,56.3,56.8,15497,149,163,219,39,303,418,14848,1082,649,30,63622
"West Virginia",54,"Mercer County",55,59919,28419,31500,43.1,41.6,44.8,54664,3838,102,362,0,32,921,54103,706,561,128,40784
"Wisconsin",55,"Jefferson County",55,84701,42338,42363,41.1,40.2,42.1,79705,753,94,530,33,1642,1944,75897,5992,3808,132,66291
"California",6,"Napa County",55,139623,69603,70020,41.3,40.2,42.7,102467,2883,1196,11352,301,16044,5380,73210,47544,29257,103,88596
"Colorado",8,"Huerfano County",55,6679,3288,3391,55,54.8,55.1,6140,34,120,0,0,103,282,4083,2290,2057,24,38137
"Virginia",51,"Chesapeake city",550,239982,117267,122715,36.9,35.7,38.1,146540,72084,419,7571,150,3646,9572,137813,14824,8727,1756,78640
"Alabama",1,"Fayette County",57,16494,8138,8356,43.7,41.7,45.5,14068,1948,0,78,7,0,393,13937,297,131,105,39856
"Florida",12,"Hillsborough County",57,1422278,695072,727206,37.2,36.1,38.2,1002119,239119,4057,57655,1030,65024,53274,693874,407736,308245,17420,58884
"Georgia",13,"Cherokee County",57,247515,121808,125707,38.7,38,39.5,213668,17274,1055,4472,123,4931,5992,194846,26044,18822,673,82740
"Idaho",16,"Latah County",57,39505,20254,19251,28.7,28.2,29.9,36325,462,531,915,20,212,1040,35040,1726,1285,4,49158
"Illinois",17,"Fulton County",57,35092,18321,16771,43.2,40.8,45.9,33002,1325,165,28,21,104,447,32209,1061,793,8,51643
"Indiana",18,"Hamilton County",57,323117,157702,165415,37.1,36.2,37.8,280363,12764,619,19336,69,2054,7912,270351,12928,10012,179,98173
"Iowa",19,"Des Moines County",57,39386,19149,20237,42.9,41.7,43.9,35502,2258,78,302,0,96,1150,34397,1266,1105,23,51267
"Kansas",20,"Ford County",57,34179,17756,16423,32.2,31.5,32.7,30528,685,324,469,14,1423,736,13577,18817,16951,33,51711
"Kentucky",21,"Cumberland County",57,6697,3253,3444,46,45.8,46.1,6216,140,0,51,0,148,142,6189,91,27,0,35344
"Louisiana",22,"Lafourche Parish",57,98108,48217,49891,37.8,37,38.7,77504,13371,2158,575,15,1837,2648,75378,4280,2126,68,55506
"Michigan",26,"Gratiot County",57,40916,21928,18988,39.5,38.1,41.7,37227,2346,242,183,30,92,796,35199,2498,2028,108,47848
"Minnesota",27,"Hubbard County",57,21019,10627,10392,48.7,48.1,49.2,19634,135,468,140,0,211,431,19509,448,125,17,56709
"Mississippi",28,"Itawamba County",57,23462,11835,11627,39.9,38,41.5,21363,1709,84,6,6,106,188,21120,376,243,31,44567
"Missouri",29,"Dade County",57,7578,3846,3732,46.2,43.8,49.2,7234,27,71,64,2,21,159,7101,162,133,0,40399
"Montana",30,"Madison County",57,8302,4294,4008,53,52.7,53.1,7889,16,17,3,0,137,240,7676,372,213,14,54107
"Nebraska",31,"Dundy County",57,1913,977,936,43.3,42.3,43.6,1902,4,0,0,0,0,7,1676,226,226,0,41716
"New Mexico",35,"Torrance County",57,15519,8251,7268,43.6,41.9,45.9,14122,121,50,23,0,981,222,8488,6687,5634,0,36120
"New York",36,"Montgomery County",57,49302,24255,25047,41,39.7,42.5,42970,1091,73,362,0,3419,1387,40068,6950,2902,158,49462
"North Carolina",37,"Davidson County",57,165381,80791,84590,42.5,41.2,43.5,141830,15232,512,2586,16,2201,3004,132598,11754,9232,103,49546
"North Dakota",38,"Mercer County",57,8462,4326,4136,44,42,45.5,7869,73,248,38,0,208,26,7737,249,132,0,82181
"Ohio",39,"Greene County",57,166502,81988,84514,38.3,36.7,40,142871,11516,203,4892,99,1045,5876,139552,4735,3319,319,68720
"Oklahoma",40,"Harmon County",57,2710,1327,1383,40.6,40.3,41.6,1757,254,12,20,0,473,194,1540,789,217,0,48344
"Oregon",41,"Tillamook County",57,26389,13237,13152,48.1,46.4,50,24561,110,236,181,123,262,916,22258,2727,2303,8,49895
"Pennsylvania",42,"Fulton County",57,14506,7322,7184,45.4,44.8,46.5,14009,221,42,38,0,35,161,13931,174,78,26,53476
"South Carolina",45,"Lancaster County",57,92308,44504,47804,42.1,40.4,43.7,68565,19412,91,1212,0,722,2306,64758,4968,3807,225,58849
"South Dakota",46,"Hamlin County",57,6025,3073,2952,35,34.7,35.9,5825,26,3,24,0,55,92,5634,259,191,0,67105
"Tennessee",47,"Grainger County",57,23101,11585,11516,45,43.4,46.1,22474,104,71,64,0,1,387,21703,772,771,0,44064
"Texas",48,"Calhoun County",57,21668,11082,10586,37.7,37,37.9,18645,597,19,1183,7,351,866,9163,10589,9482,92,58776
"Utah",49,"Weber County",57,251498,126354,125144,32.7,32,33.2,224216,2745,1725,2904,659,10407,8842,191274,46159,32942,271,67244
"Arkansas",5,"Hempstead County",57,21842,10323,11519,40.4,40.2,40.6,12523,6582,93,26,73,2081,464,11927,2800,596,34,42860
"Virginia",51,"Essex County",57,10998,4970,6028,46.3,47.1,45.7,6115,4319,0,68,0,313,183,6032,396,83,0,51954
"Washington",53,"Skagit County",57,125612,62106,63506,41.5,40,42.9,103131,1110,2356,2388,311,11431,4885,93444,23097,9687,236,67028
"West Virginia",54,"Mineral County",57,27167,13617,13550,44.5,40.8,46.8,25742,925,4,116,0,65,315,25534,250,208,18,49936
"Wisconsin",55,"Juneau County",57,26478,14142,12336,45.4,44.3,47,24826,608,313,147,6,180,398,24244,817,582,8,53490
"California",6,"Nevada County",57,99244,48947,50297,50.5,48.4,52.5,91726,570,723,1073,124,1254,3774,84513,9373,7213,92,66096
"Colorado",8,"Jackson County",57,1261,648,613,51.6,51.9,51.4,1234,0,0,0,0,22,5,1036,220,198,0,53300
"Virginia",51,"Colonial Heights city",570,17428,8060,9368,40.6,38.6,43.1,13163,2673,50,724,20,265,533,12604,1023,559,121,54550
"Virginia",51,"Covington city",580,5598,2680,2918,42.4,42,43.7,4596,732,0,65,11,0,194,4534,133,62,33,40655
"Alabama",1,"Franklin County",59,31466,15676,15790,38.6,35.4,40.9,26118,1385,408,117,0,3030,408,24181,5400,1937,36,43514
"Florida",12,"Holmes County",59,19432,10546,8886,42.7,38.8,47.5,17237,1356,266,131,60,67,315,16841,546,396,21,39102
"Georgia",13,"Clarke County",59,126176,60045,66131,28,27.4,28.6,79862,35215,141,4891,84,2636,3347,69418,13626,10444,308,38623
"Idaho",16,"Lemhi County",59,7847,3987,3860,52.1,52.6,51.7,7430,3,40,0,8,59,307,7320,268,110,0,39324
"Illinois",17,"Gallatin County",59,5064,2463,2601,45.6,44.4,46.4,4888,26,26,6,0,14,104,4842,66,46,0,44076
"Indiana",18,"Hancock County",59,75164,37039,38125,39.8,38.9,40.8,70855,1780,9,604,0,443,1473,69435,1777,1420,0,74072
"Iowa",19,"Dickinson County",59,17127,8519,8608,48.4,46.7,50.7,16683,77,48,152,0,46,121,16390,344,293,0,59969
"Kansas",20,"Franklin County",59,25558,12546,13012,40,39.2,40.5,23867,237,142,98,8,334,872,23256,1065,611,33,56582
"Kentucky",21,"Daviess County",59,100474,49081,51393,38.9,38,40.2,90657,4372,169,1767,253,612,2644,88435,3146,2222,47,51673
"Louisiana",22,"La Salle Parish",59,14936,7783,7153,38.8,36.7,40.2,12570,1695,154,179,14,156,168,12357,422,213,39,42104
"Michigan",26,"Hillsdale County",59,45757,22841,22916,42.3,41.6,42.7,44217,332,173,180,0,144,711,43312,1061,905,21,49622
"Minnesota",27,"Isanti County",59,39430,19973,19457,40,38.7,40.8,37510,192,136,576,6,202,808,36959,801,551,14,74616
"Mississippi",28,"Jackson County",59,142376,70281,72095,38.8,38,39.6,100751,30305,609,3434,82,3842,3353,96260,9242,4491,423,51657
"Missouri",29,"Dallas County",59,16617,8109,8508,44,42.2,44.7,15991,13,233,91,0,33,256,15713,348,278,8,43542
"Montana",30,"Meagher County",59,1888,974,914,48,45.2,48.6,1749,1,26,3,0,88,21,1749,88,0,0,46607
"Nebraska",31,"Fillmore County",59,5547,2748,2799,47,45.5,48.7,5374,21,32,31,0,24,65,5194,218,180,0,60313
"New Mexico",35,"Union County",59,4133,2221,1912,39.8,39.1,42.4,3583,67,86,1,0,222,174,2120,1750,1463,8,35884
"New York",36,"Nassau County",59,1356509,660093,696416,41.7,40,43.4,922873,158857,3912,130971,402,98388,41106,813683,229281,109190,7624,116100
"North Carolina",37,"Davie County",59,42257,20485,21772,45.2,43.2,47.1,37753,2094,126,300,0,759,1225,35669,2875,2084,0,60434
"North Dakota",38,"Morton County",59,30868,15564,15304,37.8,37.6,38,28149,310,1024,201,0,524,660,27717,1072,432,4,70556
"Ohio",39,"Guernsey County",59,39111,19534,19577,42.2,40,44.4,37144,444,109,171,0,306,937,36842,460,302,19,45917
"Oklahoma",40,"Harper County",59,3760,1856,1904,39.7,40.4,35.9,3473,1,14,0,0,204,68,2851,839,622,0,46154
"Oregon",41,"Umatilla County",59,77129,40155,36974,36.5,35.6,37.5,66148,740,2463,800,199,3677,3102,50691,20665,15457,19,54699
"Pennsylvania",42,"Greene County",59,36870,19169,17701,42.2,41.3,43.9,34669,1152,11,132,7,104,795,34442,563,227,94,54776
"South Carolina",45,"Laurens County",59,66846,32545,34301,40.7,38.5,42.9,46860,16083,98,317,44,1530,1914,45364,3263,1496,51,43304
"South Dakota",46,"Hand County",59,3256,1643,1613,47.4,45.5,48.3,3194,4,0,19,0,0,39,3140,54,54,0,54155
"Tennessee",47,"Greene County",59,68834,33654,35180,44.7,43.3,46,65096,1501,177,273,69,496,1222,64048,1989,1048,26,42595
"Texas",48,"Callahan County",59,13856,6899,6957,44.2,41.5,45.8,13058,126,5,69,0,166,432,11916,1334,1142,0,48651
"Arkansas",5,"Hot Spring County",59,33597,17484,16113,41.3,39.5,43.6,28434,3834,152,133,8,453,583,27729,1176,705,18,43889
"Virginia",51,"Fairfax County",59,1145862,568173,577689,38,37.1,38.9,701055,112371,2662,219697,847,55913,53317,581418,187160,119637,3686,124831
"Washington",53,"Skamania County",59,11753,5900,5853,46.6,45.9,48,10911,58,213,131,14,151,275,10307,745,604,0,65181
"West Virginia",54,"Mingo County",59,24290,11851,12439,42.8,42.1,44.2,23258,568,21,19,0,158,266,23258,0,0,0,32764
"Wisconsin",55,"Kenosha County",59,168524,83347,85177,38.5,37.3,39.5,144055,12757,769,2672,73,3503,4695,127788,22028,16267,583,63733
"California",6,"Orange County",59,3168044,1563832,1604212,38.1,36.7,39.3,1931263,55591,14424,649042,10152,377563,130009,1285855,1078726,645408,4322,90234
"Colorado",8,"Jefferson County",59,574798,286412,288386,40.3,39,41.8,520619,6839,3974,16256,321,10653,16136,449045,88330,71574,707,82986
"Virginia",51,"Danville city",590,41070,18883,22187,40.9,37.2,45.1,18687,20283,34,483,33,227,1323,17409,1773,1278,257,37203
"Virginia",51,"Emporia city",595,5442,2455,2987,35.4,33.6,36.2,1525,3440,4,14,0,4,455,1331,370,194,20,27063
"New Mexico",35,"Cibola County",6,26891,13612,13279,37.3,36.1,38.6,12932,297,11172,40,9,1583,858,5193,10316,7739,60,39413
"Alaska",2,"Bristol Bay Borough",60,875,524,351,42.9,44.1,42.5,461,5,299,2,2,14,92,445,32,16,0,79808
"Virginia",51,"Fairfax city",600,23531,11444,12087,38.2,36.5,39.8,15955,1157,13,4040,0,1166,1200,13228,4043,2727,0,116979
"Alabama",1,"Geneva County",61,26417,12835,13582,43.2,42,44.8,22870,2538,250,115,12,210,422,22151,1051,719,51,41732
"Florida",12,"Indian River County",61,153989,73951,80038,53.5,52.1,54.7,133103,13633,385,2037,57,1548,3226,115945,19063,17158,46,54740
"Georgia",13,"Clay County",61,2951,1427,1524,49.8,46,51.1,1056,1841,0,30,0,17,7,1045,11,11,0,22325
"Idaho",16,"Lewis County",61,3838,1900,1938,48.6,47.1,49.6,3327,5,321,53,1,25,106,3217,175,110,0,41198
"Illinois",17,"Greene County",61,13132,6591,6541,42.5,41.3,45,12723,184,0,27,7,63,128,12635,159,88,1,49885
"Indiana",18,"Harrison County",61,39940,19862,20078,42.3,41.3,43.2,38588,252,53,173,0,344,530,38089,769,499,14,57712
"Iowa",19,"Dubuque County",61,96982,47818,49164,38.6,37,40.2,89785,3440,250,1050,509,477,1471,88010,2395,1775,36,63031
"Kansas",20,"Geary County",61,34025,18172,15853,26.4,25.7,27.5,23076,6376,407,1006,352,921,1887,19259,5506,3817,359,53133
"Kentucky",21,"Edmonson County",61,12138,6117,6021,44.3,43.2,45.2,11588,181,54,10,0,2,303,11542,91,46,0,43401
"Louisiana",22,"Lincoln Parish",61,47246,22972,24274,28.3,26.8,30.2,25624,19307,117,789,1,867,541,25181,1447,443,130,35467
"Michigan",26,"Houghton County",61,36070,19495,16575,33,28.5,38,33634,278,143,1000,19,217,779,33211,589,423,13,43183
"Minnesota",27,"Itasca County",61,45141,22863,22278,46.3,45,47.6,41877,222,1673,192,3,81,1093,41415,674,462,2,55139
"Mississippi",28,"Jasper County",61,16505,8035,8470,41,40.5,43.1,7379,8964,1,0,0,72,89,7379,75,0,75,35872
"Missouri",29,"Daviess County",61,8295,4170,4125,41.1,40.4,42.1,8055,50,46,15,9,23,97,7957,130,98,0,51679
"Montana",30,"Mineral County",61,4251,2177,2074,51.7,52.1,51.4,3942,34,114,36,0,6,119,3886,56,56,0,41705
"Nebraska",31,"Franklin County",61,2987,1473,1514,50.8,50.1,51.4,2918,15,1,6,3,9,35,2858,69,60,0,49282
"New Mexico",35,"Valencia County",61,76027,38244,37783,38.9,37.8,40.5,63117,1059,3257,707,0,5358,2529,24784,46056,38333,256,48945
"New York",36,"New York County",61,1631993,772614,859379,37.5,36.8,38.1,922033,240993,6178,198833,888,188400,74668,765627,421540,156406,37403,86553
"North Carolina",37,"Duplin County",61,58967,28715,30252,40.5,38.9,43,42010,14006,270,223,61,1254,1143,30404,13072,11606,91,41764
"North Dakota",38,"Mountrail County",61,10321,5558,4763,33.2,32.7,33.7,6648,146,2956,49,0,252,270,6259,838,389,0,72147
"Ohio",39,"Hamilton County",61,813589,392738,420851,36.8,35.3,38.4,548299,207839,904,21550,516,7818,26663,530525,26867,17774,1301,57212
"Oklahoma",40,"Haskell County",61,12687,6285,6402,41,37.8,43.3,9179,108,1216,90,3,139,1952,8936,560,243,17,42348
"Oregon",41,"Union County",61,26337,13083,13254,40.2,38.6,41.9,24158,198,329,297,385,201,769,23365,1276,793,24,52171
"Pennsylvania",42,"Huntingdon County",61,45369,24111,21258,43.7,42.5,45.4,41519,2548,75,269,7,200,751,41075,896,444,162,51678
"South Carolina",45,"Lee County",61,17365,8865,8500,41.8,38.9,45.8,5721,11163,2,8,0,255,216,5633,426,88,83,32371
"South Dakota",46,"Hanson County",61,3399,1702,1697,36.7,37.8,36,3383,0,0,0,0,0,16,3383,0,0,0,64696
"Tennessee",47,"Grundy County",61,13344,6599,6745,43.4,41.5,44.6,11758,96,131,26,0,12,1321,11595,167,163,0,40516
"Texas",48,"Cameron County",61,421666,204948,216718,31.7,29.9,33.7,397718,2441,982,2900,70,14178,3377,37770,378081,359948,758,38758
"Arkansas",5,"Howard County",61,13311,6388,6923,39.2,38.9,39.3,8967,2779,49,36,12,1174,294,8538,1669,429,0,36059
"Virginia",51,"Fauquier County",61,69728,34507,35221,41.3,40.4,42.1,60352,5170,261,1169,29,504,2243,55749,5791,4603,45,100783
"Washington",53,"Snohomish County",61,798808,400594,398214,38,37.2,38.9,601915,24369,7353,86121,4197,24764,50089,555736,81495,46179,917,86691
"West Virginia",54,"Monongalia County",61,105474,54477,50997,31.7,30.8,32.9,94397,3781,80,3644,0,741,2831,92744,2246,1653,0,52455
"Wisconsin",55,"Kewaunee County",61,20387,10316,10071,44.3,43.4,45.4,19746,148,54,62,0,112,265,19255,618,491,0,66192
"California",6,"Placer County",61,385512,188162,197350,42,40.8,43.3,316716,6626,2052,28909,858,11358,18993,280105,53969,36611,265,89691
"Colorado",8,"Kiowa County",61,1489,722,767,42.5,35.2,49.6,1433,6,0,0,0,4,46,1365,72,68,0,41731
"Virginia",51,"Falls Church city",610,14128,6868,7260,38.7,37.1,41,11213,692,23,1396,0,284,520,10135,1507,1078,36,127610
"Virginia",51,"Franklin city",620,8147,3640,4507,39.4,36.3,41.2,3003,4618,0,103,0,90,333,3003,90,0,0,40417
"Alabama",1,"Greene County",63,8324,3846,4478,40.9,36.6,45.3,1439,6618,37,0,0,8,222,1435,145,4,4,24145
"Florida",12,"Jackson County",63,47945,26318,21627,41.7,39.8,45.1,33057,12859,320,156,76,442,1035,31317,2328,1740,151,39872
"Georgia",13,"Clayton County",63,283538,132756,150782,32.5,30.6,34.2,46348,196495,464,14592,247,16789,8603,28559,37475,17789,2741,47864
"Idaho",16,"Lincoln County",63,5350,2805,2545,35.1,33.9,36,4978,0,32,22,0,170,148,3538,1644,1440,0,50053
"Illinois",17,"Grundy County",63,50666,25313,25353,37.9,37.1,39.1,47276,696,35,410,19,1308,922,43718,5019,3558,107,77350
"Indiana",18,"Hendricks County",63,163799,81767,82032,37.7,36.5,39,142553,11507,293,4773,26,1565,3082,138000,6394,4553,514,81933
"Iowa",19,"Emmet County",63,9438,4728,4710,42.9,41.6,44.7,8929,199,16,24,0,112,158,8218,920,711,12,51563
"Kansas",20,"Gove County",63,2644,1330,1314,48.2,46.8,50,2532,14,9,14,0,0,75,2457,90,75,11,48317
"Kentucky",21,"Elliott County",63,7510,4269,3241,41.4,38.9,45.9,7205,268,6,0,0,13,18,7182,36,23,0,32306
"Louisiana",22,"Livingston Parish",63,138928,68224,70704,36.6,35.8,37.2,125510,8305,551,867,19,1150,2526,121824,5195,3686,116,63389
"Michigan",26,"Huron County",63,31349,15550,15799,49.2,47.8,50.3,30404,150,72,199,0,102,422,29842,754,562,0,48289
"Minnesota",27,"Jackson County",63,9954,5089,4865,44.8,44.1,46,9403,39,3,208,0,132,169,9196,362,207,0,58727
"Mississippi",28,"Jefferson County",63,7225,3534,3691,40.5,40.5,40.5,959,6198,11,43,0,8,6,938,522,21,493,25019
"Missouri",29,"DeKalb County",63,12526,7855,4671,40.4,38.7,47.2,10757,1122,102,75,35,17,418,10498,324,259,2,55918
"Montana",30,"Missoula County",63,117309,58730,58579,36,35.3,36.8,107417,751,2355,2174,79,452,4081,104688,3841,2729,43,54062
"Nebraska",31,"Frontier County",63,2640,1349,1291,45.2,45,45.3,2569,15,9,2,0,0,45,2537,33,32,0,54659
"New York",36,"Niagara County",63,210820,102775,108045,43.2,41.8,44.6,183860,14806,2074,2337,62,1683,5998,180115,6364,3745,272,55522
"North Carolina",37,"Durham County",63,311848,149039,162809,35.4,34.4,36.3,161919,113682,779,15279,129,10519,9541,132449,42079,29470,1779,60958
"North Dakota",38,"Nelson County",63,2894,1465,1429,52.4,50.7,52.8,2794,3,9,1,0,58,29,2758,101,36,3,52039
"Ohio",39,"Hancock County",63,75837,37499,38338,39.3,38.4,40.1,69813,1258,74,1467,0,1255,1970,67509,4145,2304,80,58450
"Oklahoma",40,"Hughes County",63,13372,7120,6252,39.4,37.3,43.1,8960,761,2885,18,0,47,701,8382,749,578,0,39365
"Oregon",41,"Wallowa County",63,7004,3444,3560,52.6,51.2,53.8,6647,12,77,18,9,65,176,6509,217,138,0,51224
"Pennsylvania",42,"Indiana County",63,85032,42572,42460,40.2,38.6,41.7,80516,1955,56,840,16,259,1390,79858,1101,658,116,49320
"South Carolina",45,"Lexington County",63,290278,141364,148914,39.1,37.9,40,229664,43041,884,5427,211,3976,7075,217279,17438,12385,493,61173
"South Dakota",46,"Harding County",63,1306,681,625,42.3,40,42.9,1219,27,33,0,0,9,18,1203,31,16,0,59655
"Tennessee",47,"Hamblen County",63,64132,31457,32675,40.7,39.2,41.9,56703,2964,201,562,186,1945,1571,52249,7508,4454,581,43619
"Texas",48,"Camp County",63,12878,6266,6612,37.6,35.6,39.8,9341,2136,58,56,0,919,368,7183,3215,2158,100,48207
"Arkansas",5,"Independence County",63,37427,18350,19077,39.3,37.4,41.5,34101,720,70,264,8,1248,1016,33201,2363,900,42,44319
"Virginia",51,"Floyd County",63,15704,7896,7808,47.2,45.6,48.2,14967,240,93,28,0,118,258,14640,462,327,0,51521
"Washington",53,"Spokane County",63,505505,250722,254783,37.6,36.2,39,443791,8444,6817,11553,2799,7889,24212,427467,28970,16324,237,56904
"West Virginia",54,"Monroe County",63,13401,6657,6744,48,45.9,48.6,13027,125,66,0,0,0,183,12903,124,124,0,38540
"Wisconsin",55,"La Crosse County",63,117894,57478,60416,35.9,35.3,36.6,107194,1831,465,5186,12,844,2362,105928,2265,1266,28,57882
"California",6,"Plumas County",63,18660,9282,9378,52.3,52.4,52.2,16855,166,282,222,86,295,754,15514,1670,1341,25,55359
"Colorado",8,"Kit Carson County",63,7447,3994,3453,38.3,36.7,40.4,6861,186,31,14,19,281,55,5731,1421,1130,0,49349
"Virginia",51,"Fredericksburg city",630,28622,12997,15625,30.4,30.9,30,17839,6322,62,764,41,1552,2042,17006,3056,833,411,65641
"Virginia",51,"Galax city",640,6517,3090,3427,45,44.8,45.3,5842,491,0,42,16,109,17,5154,945,688,167,33575
"Alabama",1,"Hale County",65,14809,7035,7774,40.5,38.1,42.4,5854,8796,30,33,0,32,64,5854,4,0,4,34046
"Florida",12,"Jefferson County",65,14161,7432,6729,48,44.5,50.4,8894,4894,71,39,0,88,175,8442,584,452,29,47240
"Georgia",13,"Clinch County",65,6686,3380,3306,39.9,38.7,41,4383,1900,2,0,0,251,150,4354,280,29,0,27658
"Idaho",16,"Madison County",65,39100,19881,19219,23.5,24,22.7,36286,65,57,610,94,842,1146,34525,2964,1761,0,39160
"Illinois",17,"Hamilton County",65,8176,4072,4104,43.6,42.5,45.9,8114,33,0,12,0,17,0,8070,61,44,0,54046
"Indiana",18,"Henry County",65,48255,25389,22866,42.1,40.3,44.9,45659,1235,126,193,23,277,742,45115,878,544,31,49832
"Iowa",19,"Fayette County",65,19803,9956,9847,43.8,41.8,45.6,18890,444,34,50,0,41,344,18546,484,344,16,51128
"Kansas",20,"Graham County",65,2519,1261,1258,50.4,47.7,53.1,2274,105,0,44,0,0,96,2230,50,44,0,46375
"Kentucky",21,"Estill County",65,14224,7015,7209,43.5,42.9,44.3,14096,16,23,2,3,2,82,14085,15,11,0,31688
"Louisiana",22,"Madison Parish",65,11306,5630,5676,35.2,32.8,37,3995,7202,17,0,0,58,34,3826,239,169,18,30350
"Michigan",26,"Ingham County",65,290587,141572,149015,32,30.8,33.3,216025,33930,1140,19624,107,4396,15365,202303,22675,13722,1651,52872
"Minnesota",27,"Kanabec County",65,16089,8136,7953,45,44.4,45.4,15435,35,81,92,2,27,417,15256,256,179,0,57163
"Mississippi",28,"Jefferson Davis County",65,11339,5421,5918,44,42.2,46.2,4303,6950,0,14,0,12,60,4275,40,28,0,32116
"Missouri",29,"Dent County",65,15545,7771,7774,44.7,43.2,46.3,14805,84,116,39,0,44,457,14661,274,144,20,42100
"Montana",30,"Musselshell County",65,4766,2379,2387,50.1,48.8,50.8,4484,0,124,43,0,6,109,4343,147,141,0,43274
"Nebraska",31,"Furnas County",65,4747,2347,2400,46.9,45.8,47.8,4589,6,9,14,1,32,96,4432,204,157,0,48838
"New York",36,"Oneida County",65,229959,114666,115293,41,39.3,42.9,196219,13771,542,9304,70,3263,6790,188592,13276,7627,704,56027
"North Carolina",37,"Edgecombe County",65,52648,24421,28227,41.7,39,44,20721,30332,70,113,62,543,807,19065,2415,1656,81,36866
"North Dakota",38,"Oliver County",65,1842,944,898,47,49,44,1671,0,19,32,10,0,110,1662,52,9,0,78929
"Ohio",39,"Hardin County",65,31425,15568,15857,35.9,34.1,36.9,30171,230,3,249,0,155,617,29824,546,347,0,50506
"Oklahoma",40,"Jackson County",65,25063,12558,12505,34.1,32.2,36.7,18005,1716,416,331,15,2821,1759,15720,6043,2285,76,49703
"Oregon",41,"Wasco County",65,26130,13122,13008,40.8,39.9,42.1,23029,80,815,238,154,976,838,19482,4755,3547,1,53105
"Pennsylvania",42,"Jefferson County",65,43846,21839,22007,43.9,42.6,45.4,42903,231,44,121,19,67,461,42600,403,303,25,47603
"South Carolina",45,"McCormick County",65,9531,5284,4247,55.2,51,59.7,4908,4271,23,23,0,44,262,4845,79,63,0,43633
"South Dakota",46,"Hughes County",65,17608,8611,8997,38,37.5,38.5,14808,24,2173,3,0,116,484,14477,563,331,0,64783
"Tennessee",47,"Hamilton County",65,360919,174207,186712,39.7,38.2,41.1,271750,69100,707,7445,142,4181,7594,256573,20391,15177,820,55070
"Texas",48,"Carson County",65,6009,2897,3112,40.6,42.6,39,5657,48,97,22,0,60,125,5151,596,506,0,74872
"Arkansas",5,"Izard County",65,13570,7067,6503,47.9,47.2,50.3,12751,248,169,0,0,50,352,12611,314,140,0,42876
"Virginia",51,"Fluvanna County",65,26594,12217,14377,43.4,43.3,43.5,21348,3787,41,318,30,212,858,20789,937,559,7,76873
"Washington",53,"Stevens County",65,44655,22242,22413,46.9,46.3,47.8,39788,192,2225,290,55,390,1715,38672,1658,1116,10,51775
"West Virginia",54,"Morgan County",65,17709,8755,8954,47.9,47.5,48.7,16914,193,120,0,0,64,418,16871,69,43,0,51745
