"state","s_fips","county","c_fips","weather_type","year"
"NEW YORK",36,"SCHUYLER COUNTY",97,"Flood","2018"
"PENNSYLVANIA",42,"SCHUYLKILL COUNTY",107,"Snow","2016"
"PENNSYLVANIA",42,"SCHUYLKILL COUNTY",107,"Severe Storm(s)","2018"
"OHIO",39,"SCIOTO COUNTY",145,"Flood","2019"
"OHIO",39,"SCIOTO COUNTY",145,"Flood","2018"
"MISSOURI",29,"SCOTLAND COUNTY",199,"Severe Storm(s)","2015"
"MISSOURI",29,"SCOTLAND COUNTY",199,"Severe Storm(s)","2019"
"NORTH CAROLINA",37,"SCOTLAND COUNTY",165,"Hurricane","2018"
"NORTH CAROLINA",37,"SCOTLAND COUNTY",165,"Hurricane","2016"
"NORTH CAROLINA",37,"SCOTLAND COUNTY",165,"Hurricane","2019"
"ARKANSAS",5,"SCOTT COUNTY",127,"Severe Storm(s)","2016"
"ARKANSAS",5,"SCOTT COUNTY",127,"Severe Storm(s)","2015"
"ILLINOIS",17,"SCOTT COUNTY",171,"Flood","2019"
"IOWA",19,"SCOTT COUNTY",163,"Flood","2019"
"KANSAS",20,"SCOTT COUNTY",171,"Snow","2017"
"KENTUCKY",21,"SCOTT COUNTY",209,"Flood","2015"
"MINNESOTA",27,"SCOTT COUNTY",139,"Flood","2019"
"MISSISSIPPI",28,"SCOTT COUNTY",123,"Severe Storm(s)","2019"
"MISSOURI",29,"SCOTT COUNTY",201,"Flood","2016"
"MISSOURI",29,"SCOTT COUNTY",201,"Severe Storm(s)","2019"
"MISSOURI",29,"SCOTT COUNTY",201,"Flood","2019"
"MISSOURI",29,"SCOTT COUNTY",201,"Flood","2017"
"TENNESSEE",47,"SCOTT COUNTY",151,"Flood","2019"
"TENNESSEE",47,"SCOTT COUNTY",151,"Severe Ice Storm","2015"
"VIRGINIA",51,"SCOTT COUNTY",169,"Hurricane","2018"
"NEBRASKA",31,"SCOTTS BLUFF COUNTY",157,"Flood","2019"
"GEORGIA",13,"SCREVEN COUNTY",251,"Hurricane","2018"
"GEORGIA",13,"SCREVEN COUNTY",251,"Hurricane","2016"
"GEORGIA",13,"SCREVEN COUNTY",251,"Hurricane","2017"
"TEXAS",48,"SCURRY COUNTY",415,"Severe Storm(s)","2016"
"ARKANSAS",5,"SEARCY COUNTY",129,"Severe Storm(s)","2015"
"ARKANSAS",5,"SEARCY COUNTY",129,"Severe Storm(s)","2017"
"ARKANSAS",5,"SEARCY COUNTY",129,"Flood","2019"
"ARKANSAS",5,"SEARCY COUNTY",129,"Severe Storm(s)","2016"
"ARKANSAS",5,"SEBASTIAN COUNTY",131,"Severe Storm(s)","2015"
"ARKANSAS",5,"SEBASTIAN COUNTY",131,"Flood","2019"
"ARKANSAS",5,"SEBASTIAN COUNTY",131,"Severe Storm(s)","2016"
"COLORADO",8,"SEDGWICK COUNTY",115,"Flood","2015"
"KANSAS",20,"SEDGWICK COUNTY",173,"Severe Storm(s)","2016"
"FLORIDA",12,"SEMINOLE COUNTY",117,"Hurricane","2017"
"FLORIDA",12,"SEMINOLE COUNTY",117,"Hurricane","2019"
"FLORIDA",12,"SEMINOLE COUNTY",117,"Hurricane","2016"
"GEORGIA",13,"SEMINOLE COUNTY",253,"Hurricane","2017"
"GEORGIA",13,"SEMINOLE COUNTY",253,"Hurricane","2018"
"OKLAHOMA",40,"SEMINOLE COUNTY",133,"Severe Storm(s)","2015"
"NEW YORK",36,"SENECA COUNTY",99,"Flood","2018"
"TENNESSEE",47,"SEQUATCHIE COUNTY",153,"Flood","2019"
"TENNESSEE",47,"SEQUATCHIE COUNTY",153,"Fire","2016"
"OKLAHOMA",40,"SEQUOYAH COUNTY",135,"Severe Storm(s)","2017"
"OKLAHOMA",40,"SEQUOYAH COUNTY",135,"Severe Storm(s)","2015"
"OKLAHOMA",40,"SEQUOYAH COUNTY",135,"Severe Storm(s)","2016"
"OKLAHOMA",40,"SEQUOYAH COUNTY",135,"Flood","2019"
"OKLAHOMA",40,"SEQUOYAH COUNTY",135,"Severe Storm(s)","2019"
"ARKANSAS",5,"SEVIER COUNTY",133,"Severe Storm(s)","2016"
"ARKANSAS",5,"SEVIER COUNTY",133,"Severe Storm(s)","2015"
"TENNESSEE",47,"SEVIER COUNTY",155,"Fire","2016"
"TENNESSEE",47,"SEVIER COUNTY",155,"Severe Storm(s)","2017"
"TENNESSEE",47,"SEVIER COUNTY",155,"Flood","2019"
"TENNESSEE",47,"SEVIER COUNTY",155,"Severe Ice Storm","2015"
"KANSAS",20,"SEWARD COUNTY",175,"Snow","2017"
"KANSAS",20,"SEWARD COUNTY",175,"Severe Ice Storm","2017"
"NEBRASKA",31,"SEWARD COUNTY",159,"Flood","2019"
"NEBRASKA",31,"SEWARD COUNTY",159,"Severe Storm(s)","2015"
"TEXAS",48,"SHACKELFORD COUNTY",417,"Severe Storm(s)","2016"
"MISSOURI",29,"SHANNON COUNTY",203,"Severe Storm(s)","2019"
"MISSOURI",29,"SHANNON COUNTY",203,"Flood","2016"
"MISSOURI",29,"SHANNON COUNTY",203,"Flood","2017"
"MISSOURI",29,"SHANNON COUNTY",203,"Severe Storm(s)","2015"
"MISSISSIPPI",28,"SHARKEY COUNTY",125,"Severe Storm(s)","2019"
"CALIFORNIA",6,"SHASTA COUNTY",89,"Severe Storm(s)","2019"
"CALIFORNIA",6,"SHASTA COUNTY",89,"Flood","2017"
"CALIFORNIA",6,"SHASTA COUNTY",89,"Severe Storm(s)","2017"
"CALIFORNIA",6,"SHASTA COUNTY",89,"Fire","2018"
"WISCONSIN",55,"SHAWANO COUNTY",115,"Flood","2019"
"ALABAMA",1,"SHELBY COUNTY",117,"Hurricane","2017"
"IOWA",19,"SHELBY COUNTY",165,"Flood","2019"
"MISSOURI",29,"SHELBY COUNTY",205,"Severe Storm(s)","2015"
"MISSOURI",29,"SHELBY COUNTY",205,"Severe Storm(s)","2019"
"TENNESSEE",47,"SHELBY COUNTY",157,"Severe Storm(s)","2017"
"TEXAS",48,"SHELBY COUNTY",419,"Flood","2016"
"TEXAS",48,"SHELBY COUNTY",419,"Severe Storm(s)","2015"
"VIRGINIA",51,"SHENANDOAH COUNTY",171,"Hurricane","2018"
"VIRGINIA",51,"SHENANDOAH COUNTY",171,"Snow","2016"
"KANSAS",20,"SHERIDAN COUNTY",179,"Snow","2017"
"KANSAS",20,"SHERIDAN COUNTY",179,"Severe Ice Storm","2017"
"NEBRASKA",31,"SHERIDAN COUNTY",161,"Severe Storm(s)","2017"
"NEBRASKA",31,"SHERIDAN COUNTY",161,"Flood","2019"
"KANSAS",20,"SHERMAN COUNTY",181,"Snow","2017"
"NEBRASKA",31,"SHERMAN COUNTY",163,"Snow","2018"
"NEBRASKA",31,"SHERMAN COUNTY",163,"Flood","2019"
"OREGON",41,"SHERMAN COUNTY",55,"Fire","2018"
"IDAHO",16,"SHOSHONE COUNTY",79,"Flood","2017"
"MINNESOTA",27,"SIBLEY COUNTY",143,"Flood","2018"
"MINNESOTA",27,"SIBLEY COUNTY",143,"Flood","2019"
"CALIFORNIA",6,"SIERRA COUNTY",91,"Severe Storm(s)","2017"
"CALIFORNIA",6,"SIERRA COUNTY",91,"Flood","2017"
"KENTUCKY",21,"SIMPSON COUNTY",213,"Snow","2015"
"MISSISSIPPI",28,"SIMPSON COUNTY",127,"Severe Storm(s)","2019"
"IOWA",19,"SIOUX COUNTY",167,"Severe Storm(s)","2018"
"IOWA",19,"SIOUX COUNTY",167,"Flood","2019"
"NEBRASKA",31,"SIOUX COUNTY",165,"Flood","2019"
"NEBRASKA",31,"SIOUX COUNTY",165,"Severe Storm(s)","2015"
"NEBRASKA",31,"SIOUX COUNTY",165,"Severe Storm(s)","2017"
"CALIFORNIA",6,"SISKIYOU COUNTY",93,"Fire","2018"
"CALIFORNIA",6,"SISKIYOU COUNTY",93,"Severe Storm(s)","2017"
"CALIFORNIA",6,"SISKIYOU COUNTY",93,"Flood","2017"
"WASHINGTON",53,"SKAGIT COUNTY",57,"Fire","2015"
"WASHINGTON",53,"SKAMANIA COUNTY",59,"Flood","2016"
"WASHINGTON",53,"SKAMANIA COUNTY",59,"Flood","2017"
"WASHINGTON",53,"SKAMANIA COUNTY",59,"Severe Storm(s)","2016"
"WASHINGTON",53,"SKAMANIA COUNTY",59,"Fire","2015"
"KANSAS",20,"SMITH COUNTY",183,"Severe Storm(s)","2019"
"MISSISSIPPI",28,"SMITH COUNTY",129,"Severe Storm(s)","2019"
"TENNESSEE",47,"SMITH COUNTY",159,"Severe Storm(s)","2017"
"TENNESSEE",47,"SMITH COUNTY",159,"Flood","2019"
"TEXAS",48,"SMITH COUNTY",423,"Severe Storm(s)","2015"
"TEXAS",48,"SMITH COUNTY",423,"Flood","2016"
"VIRGINIA",51,"SMYTH COUNTY",173,"Hurricane","2018"
"WASHINGTON",53,"SNOHOMISH COUNTY",61,"Severe Storm(s)","2019"
"WASHINGTON",53,"SNOHOMISH COUNTY",61,"Severe Storm(s)","2015"
"WASHINGTON",53,"SNOHOMISH COUNTY",61,"Severe Storm(s)","2016"
"CALIFORNIA",6,"SOLANO COUNTY",95,"Fire","2015"
"CALIFORNIA",6,"SOLANO COUNTY",95,"Severe Storm(s)","2017"
"CALIFORNIA",6,"SOLANO COUNTY",95,"Fire","2017"
"CALIFORNIA",6,"SOLANO COUNTY",95,"Flood","2017"
"MAINE",23,"SOMERSET COUNTY",25,"Severe Storm(s)","2018"
"NEW JERSEY",34,"SOMERSET COUNTY",35,"Severe Storm(s)","2016"
"NEW JERSEY",34,"SOMERSET COUNTY",35,"Severe Storm(s)","2018"
"PENNSYLVANIA",42,"SOMERSET COUNTY",111,"Snow","2016"
"TEXAS",48,"SOMERVELL COUNTY",425,"Severe Storm(s)","2015"
"TEXAS",48,"SOMERVELL COUNTY",425,"Flood","2016"
"CALIFORNIA",6,"SONOMA COUNTY",97,"Fire","2015"
"CALIFORNIA",6,"SONOMA COUNTY",97,"Fire","2017"
"CALIFORNIA",6,"SONOMA COUNTY",97,"Flood","2017"
"CALIFORNIA",6,"SONOMA COUNTY",97,"Severe Storm(s)","2017"
"CALIFORNIA",6,"SONOMA COUNTY",97,"Severe Storm(s)","2019"
"CALIFORNIA",6,"SONOMA COUNTY",97,"Fire","2019"
"VIRGINIA",51,"SOUTHAMPTON COUNTY",175,"Hurricane","2018"
"VIRGINIA",51,"SOUTHAMPTON COUNTY",175,"Hurricane","2016"
"GEORGIA",13,"SPALDING COUNTY",255,"Hurricane","2017"
"SOUTH CAROLINA",45,"SPARTANBURG COUNTY",83,"Flood","2015"
"SOUTH CAROLINA",45,"SPARTANBURG COUNTY",83,"Hurricane","2016"
"SOUTH CAROLINA",45,"SPARTANBURG COUNTY",83,"Hurricane","2017"
"SOUTH CAROLINA",45,"SPARTANBURG COUNTY",83,"Hurricane","2019"
"SOUTH CAROLINA",45,"SPARTANBURG COUNTY",83,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"SPARTANBURG COUNTY",83,"Hurricane","2018"
"INDIANA",18,"SPENCER COUNTY",147,"Flood","2018"
"KENTUCKY",21,"SPENCER COUNTY",215,"Flood","2015"
"KENTUCKY",21,"SPENCER COUNTY",215,"Flood","2018"
"KENTUCKY",21,"SPENCER COUNTY",215,"Severe Storm(s)","2015"
"SOUTH DAKOTA",46,"SPINK COUNTY",115,"Flood","2019"
"WASHINGTON",53,"SPOKANE COUNTY",63,"Fire","2018"
"WASHINGTON",53,"SPOKANE COUNTY",63,"Flood","2017"
"WASHINGTON",53,"SPOKANE COUNTY",63,"Fire","2016"
"WASHINGTON",53,"SPOKANE COUNTY",63,"Severe Storm(s)","2016"
"WASHINGTON",53,"SPOKANE COUNTY",63,"Fire","2015"
"VIRGINIA",51,"SPOTSYLVANIA COUNTY",177,"Snow","2016"
"VIRGINIA",51,"SPOTSYLVANIA COUNTY",177,"Hurricane","2018"
"LOUISIANA",22,"ST. BERNARD PARISH",87,"Hurricane","2019"
"LOUISIANA",22,"ST. BERNARD PARISH",87,"Coastal Storm","2019"
"LOUISIANA",22,"ST. BERNARD PARISH",87,"Hurricane","2017"
"MISSOURI",29,"ST. CHARLES COUNTY",183,"Severe Storm(s)","2019"
"MISSOURI",29,"ST. CHARLES COUNTY",183,"Flood","2016"
"LOUISIANA",22,"ST. CHARLES PARISH",89,"Coastal Storm","2019"
"LOUISIANA",22,"ST. CHARLES PARISH",89,"Flood","2016"
"LOUISIANA",22,"ST. CHARLES PARISH",89,"Hurricane","2017"
"LOUISIANA",22,"ST. CHARLES PARISH",89,"Hurricane","2019"
"ALABAMA",1,"ST. CLAIR COUNTY",115,"Severe Storm(s)","2016"
"ALABAMA",1,"ST. CLAIR COUNTY",115,"Severe Storm(s)","2018"
"ALABAMA",1,"ST. CLAIR COUNTY",115,"Hurricane","2017"
"ILLINOIS",17,"ST. CLAIR COUNTY",163,"Flood","2019"
"MISSOURI",29,"ST. CLAIR COUNTY",185,"Severe Storm(s)","2015"
"MISSOURI",29,"ST. CLAIR COUNTY",185,"Severe Storm(s)","2019"
"MISSOURI",29,"ST. CLAIR COUNTY",185,"Flood","2016"
"MISSOURI",29,"ST. FRANCOIS COUNTY",187,"Flood","2016"
"LOUISIANA",22,"ST. HELENA PARISH",91,"Flood","2016"
"LOUISIANA",22,"ST. HELENA PARISH",91,"Coastal Storm","2019"
"LOUISIANA",22,"ST. HELENA PARISH",91,"Hurricane","2019"
"LOUISIANA",22,"ST. HELENA PARISH",91,"Hurricane","2017"
"LOUISIANA",22,"ST. JAMES PARISH",93,"Flood","2016"
"LOUISIANA",22,"ST. JAMES PARISH",93,"Coastal Storm","2019"
"LOUISIANA",22,"ST. JAMES PARISH",93,"Hurricane","2017"
"LOUISIANA",22,"ST. JOHN THE BAPTIST PARISH",95,"Flood","2016"
"LOUISIANA",22,"ST. JOHN THE BAPTIST PARISH",95,"Coastal Storm","2019"
"LOUISIANA",22,"ST. JOHN THE BAPTIST PARISH",95,"Hurricane","2019"
"LOUISIANA",22,"ST. JOHN THE BAPTIST PARISH",95,"Hurricane","2017"
"FLORIDA",12,"ST. JOHNS COUNTY",109,"Hurricane","2016"
"FLORIDA",12,"ST. JOHNS COUNTY",109,"Hurricane","2019"
"FLORIDA",12,"ST. JOHNS COUNTY",109,"Hurricane","2017"
"INDIANA",18,"ST. JOSEPH COUNTY",141,"Flood","2018"
"LOUISIANA",22,"ST. LANDRY PARISH",97,"Flood","2019"
"LOUISIANA",22,"ST. LANDRY PARISH",97,"Coastal Storm","2019"
"LOUISIANA",22,"ST. LANDRY PARISH",97,"Flood","2016"
"LOUISIANA",22,"ST. LANDRY PARISH",97,"Hurricane","2019"
"NEW YORK",36,"ST. LAWRENCE COUNTY",89,"Flood","2017"
"MINNESOTA",27,"ST. LOUIS COUNTY",137,"Flood","2019"
"MINNESOTA",27,"ST. LOUIS COUNTY",137,"Flood","2018"
"MISSOURI",29,"ST. LOUIS COUNTY",189,"Flood","2016"
"MISSOURI",29,"ST. LOUIS COUNTY",189,"Flood","2017"
"FLORIDA",12,"ST. LUCIE COUNTY",111,"Hurricane","2017"
"FLORIDA",12,"ST. LUCIE COUNTY",111,"Hurricane","2016"
"FLORIDA",12,"ST. LUCIE COUNTY",111,"Hurricane","2019"
"LOUISIANA",22,"ST. MARTIN PARISH",99,"Flood","2019"
"LOUISIANA",22,"ST. MARTIN PARISH",99,"Coastal Storm","2019"
"LOUISIANA",22,"ST. MARTIN PARISH",99,"Hurricane","2017"
"LOUISIANA",22,"ST. MARTIN PARISH",99,"Hurricane","2019"
"LOUISIANA",22,"ST. MARTIN PARISH",99,"Flood","2016"
"LOUISIANA",22,"ST. MARY PARISH",101,"Hurricane","2019"
"LOUISIANA",22,"ST. MARY PARISH",101,"Hurricane","2017"
"LOUISIANA",22,"ST. MARY PARISH",101,"Flood","2019"
"LOUISIANA",22,"ST. MARY PARISH",101,"Flood","2016"
"LOUISIANA",22,"ST. MARY PARISH",101,"Coastal Storm","2019"
"LOUISIANA",22,"ST. TAMMANY PARISH",103,"Flood","2016"
"LOUISIANA",22,"ST. TAMMANY PARISH",103,"Hurricane","2017"
"LOUISIANA",22,"ST. TAMMANY PARISH",103,"Coastal Storm","2019"
"KANSAS",20,"STAFFORD COUNTY",185,"Severe Ice Storm","2017"
"KANSAS",20,"STAFFORD COUNTY",185,"Severe Storm(s)","2019"
"VIRGINIA",51,"STAFFORD COUNTY",179,"Hurricane","2018"
"VIRGINIA",51,"STAFFORD COUNTY",179,"Snow","2016"
"CALIFORNIA",6,"STANISLAUS COUNTY",99,"Flood","2017"
"SOUTH DAKOTA",46,"STANLEY COUNTY",117,"Severe Storm(s)","2017"
"SOUTH DAKOTA",46,"STANLEY COUNTY",117,"Severe Storm(s)","2015"
"NORTH CAROLINA",37,"STANLY COUNTY",167,"Hurricane","2018"
"NORTH CAROLINA",37,"STANLY COUNTY",167,"Hurricane","2019"
"KANSAS",20,"STANTON COUNTY",187,"Snow","2017"
"NEBRASKA",31,"STANTON COUNTY",167,"Flood","2019"
"INDIANA",18,"STARKE COUNTY",149,"Flood","2018"
"TEXAS",48,"STARR COUNTY",427,"Severe Storm(s)","2015"
"VIRGINIA",51,"STAUNTON CITY",790,"Hurricane","2018"
"MISSOURI",29,"STE. GENEVIEVE COUNTY",186,"Flood","2016"
"MISSOURI",29,"STE. GENEVIEVE COUNTY",186,"Flood","2019"
"MISSOURI",29,"STE. GENEVIEVE COUNTY",186,"Severe Storm(s)","2015"
"MISSOURI",29,"STE. GENEVIEVE COUNTY",186,"Flood","2017"
"MISSOURI",29,"STE. GENEVIEVE COUNTY",186,"Severe Storm(s)","2019"
"MINNESOTA",27,"STEELE COUNTY",147,"Flood","2019"
"MINNESOTA",27,"STEELE COUNTY",147,"Flood","2016"
"NORTH DAKOTA",38,"STEELE COUNTY",91,"Flood","2019"
"GEORGIA",13,"STEPHENS COUNTY",257,"Severe Ice Storm","2015"
"GEORGIA",13,"STEPHENS COUNTY",257,"Hurricane","2017"
"OKLAHOMA",40,"STEPHENS COUNTY",137,"Severe Storm(s)","2015"
"OKLAHOMA",40,"STEPHENS COUNTY",137,"Severe Storm(s)","2019"
"OKLAHOMA",40,"STEPHENS COUNTY",137,"Flood","2016"
"TEXAS",48,"STEPHENS COUNTY",429,"Flood","2016"
"ILLINOIS",17,"STEPHENSON COUNTY",177,"Flood","2019"
"KANSAS",20,"STEVENS COUNTY",189,"Snow","2017"
"KANSAS",20,"STEVENS COUNTY",189,"Severe Storm(s)","2015"
"MINNESOTA",27,"STEVENS COUNTY",149,"Flood","2019"
"WASHINGTON",53,"STEVENS COUNTY",65,"Fire","2015"
"WASHINGTON",53,"STEVENS COUNTY",65,"Severe Storm(s)","2016"
"GEORGIA",13,"STEWART COUNTY",259,"Hurricane","2017"
"GEORGIA",13,"STEWART COUNTY",259,"Severe Storm(s)","2016"
"GEORGIA",13,"STEWART COUNTY",259,"Hurricane","2018"
"MONTANA",30,"STILLWATER COUNTY",95,"Flood","2019"
"MISSOURI",29,"STODDARD COUNTY",207,"Flood","2016"
"MISSOURI",29,"STODDARD COUNTY",207,"Severe Storm(s)","2019"
"NORTH CAROLINA",37,"STOKES COUNTY",169,"Hurricane","2018"
"NORTH CAROLINA",37,"STOKES COUNTY",169,"Hurricane","2016"
"NORTH CAROLINA",37,"STOKES COUNTY",169,"Hurricane","2019"
"ARKANSAS",5,"STONE COUNTY",137,"Severe Storm(s)","2016"
"MISSISSIPPI",28,"STONE COUNTY",131,"Hurricane","2017"
"MISSOURI",29,"STONE COUNTY",209,"Flood","2016"
"MISSOURI",29,"STONE COUNTY",209,"Severe Storm(s)","2015"
"MISSOURI",29,"STONE COUNTY",209,"Flood","2017"
"TEXAS",48,"STONEWALL COUNTY",433,"Severe Storm(s)","2016"
"NEVADA",32,"STOREY COUNTY",29,"Severe Storm(s)","2017"
"IOWA",19,"STORY COUNTY",169,"Severe Storm(s)","2018"
"NEW HAMPSHIRE",33,"STRAFFORD COUNTY",17,"Snow","2018"
"NEW HAMPSHIRE",33,"STRAFFORD COUNTY",17,"Severe Storm(s)","2015"
"WYOMING",56,"SUBLETTE COUNTY",35,"Fire","2018"
"VIRGINIA",51,"SUFFOLK CITY",800,"Hurricane","2018"
"VIRGINIA",51,"SUFFOLK CITY",800,"Hurricane","2016"
"MASSACHUSETTS",25,"SUFFOLK COUNTY",25,"Snow","2018"
"MASSACHUSETTS",25,"SUFFOLK COUNTY",25,"Severe Storm(s)","2015"
"NEW YORK",36,"SUFFOLK COUNTY",103,"Snow","2017"
"MISSOURI",29,"SULLIVAN COUNTY",211,"Severe Storm(s)","2015"
"MISSOURI",29,"SULLIVAN COUNTY",211,"Severe Storm(s)","2019"
"NEW HAMPSHIRE",33,"SULLIVAN COUNTY",19,"Severe Storm(s)","2018"
"NEW YORK",36,"SULLIVAN COUNTY",105,"Snow","2017"
"PENNSYLVANIA",42,"SULLIVAN COUNTY",113,"Flood","2016"
"PENNSYLVANIA",42,"SULLIVAN COUNTY",113,"Severe Storm(s)","2018"
"SOUTH DAKOTA",46,"SULLY COUNTY",119,"Severe Storm(s)","2017"
"SOUTH DAKOTA",46,"SULLY COUNTY",119,"Flood","2019"
"WEST VIRGINIA",54,"SUMMERS COUNTY",89,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"SUMMERS COUNTY",89,"Flood","2015"
"WEST VIRGINIA",54,"SUMMERS COUNTY",89,"Flood","2016"
"KANSAS",20,"SUMNER COUNTY",191,"Severe Storm(s)","2019"
"KANSAS",20,"SUMNER COUNTY",191,"Severe Storm(s)","2015"
"KANSAS",20,"SUMNER COUNTY",191,"Severe Storm(s)","2016"
"ALABAMA",1,"SUMTER COUNTY",119,"Hurricane","2017"
"FLORIDA",12,"SUMTER COUNTY",119,"Hurricane","2019"
"FLORIDA",12,"SUMTER COUNTY",119,"Hurricane","2016"
"FLORIDA",12,"SUMTER COUNTY",119,"Hurricane","2017"
"GEORGIA",13,"SUMTER COUNTY",261,"Hurricane","2018"
"GEORGIA",13,"SUMTER COUNTY",261,"Hurricane","2017"
"SOUTH CAROLINA",45,"SUMTER COUNTY",85,"Hurricane","2016"
"SOUTH CAROLINA",45,"SUMTER COUNTY",85,"Flood","2015"
"SOUTH CAROLINA",45,"SUMTER COUNTY",85,"Hurricane","2017"
"SOUTH CAROLINA",45,"SUMTER COUNTY",85,"Hurricane","2019"
"SOUTH CAROLINA",45,"SUMTER COUNTY",85,"Hurricane","2018"
"SOUTH CAROLINA",45,"SUMTER COUNTY",85,"Severe Storm(s)","2015"
"MISSISSIPPI",28,"SUNFLOWER COUNTY",133,"Flood","2016"
"MISSISSIPPI",28,"SUNFLOWER COUNTY",133,"Severe Storm(s)","2019"
"NORTH CAROLINA",37,"SURRY COUNTY",171,"Hurricane","2019"
"NORTH CAROLINA",37,"SURRY COUNTY",171,"Hurricane","2016"
"NORTH CAROLINA",37,"SURRY COUNTY",171,"Hurricane","2018"
"VIRGINIA",51,"SURRY COUNTY",181,"Hurricane","2018"
"PENNSYLVANIA",42,"SUSQUEHANNA COUNTY",115,"Severe Storm(s)","2018"
"DELAWARE",10,"SUSSEX COUNTY",5,"Snow","2016"
"VIRGINIA",51,"SUSSEX COUNTY",183,"Hurricane","2018"
"CALIFORNIA",6,"SUTTER COUNTY",101,"Flood","2017"
"CALIFORNIA",6,"SUTTER COUNTY",101,"Severe Storm(s)","2017"
"TEXAS",48,"SUTTON COUNTY",435,"Flood","2019"
"FLORIDA",12,"SUWANNEE COUNTY",121,"Hurricane","2019"
"FLORIDA",12,"SUWANNEE COUNTY",121,"Hurricane","2017"
"FLORIDA",12,"SUWANNEE COUNTY",121,"Hurricane","2018"
"FLORIDA",12,"SUWANNEE COUNTY",121,"Hurricane","2016"
"NORTH CAROLINA",37,"SWAIN COUNTY",173,"Hurricane","2019"
"NORTH CAROLINA",37,"SWAIN COUNTY",173,"Hurricane","2018"
"MINNESOTA",27,"SWIFT COUNTY",151,"Flood","2019"
"INDIANA",18,"SWITZERLAND COUNTY",155,"Flood","2018"
"GEORGIA",13,"TALBOT COUNTY",263,"Severe Storm(s)","2016"
"GEORGIA",13,"TALBOT COUNTY",263,"Hurricane","2018"
"GEORGIA",13,"TALBOT COUNTY",263,"Hurricane","2017"
"GEORGIA",13,"TALIAFERRO COUNTY",265,"Hurricane","2017"
"GEORGIA",13,"TALIAFERRO COUNTY",265,"Hurricane","2018"
"GEORGIA",13,"TALIAFERRO COUNTY",265,"Severe Storm(s)","2016"
"ALABAMA",1,"TALLADEGA COUNTY",121,"Hurricane","2017"
"MISSISSIPPI",28,"TALLAHATCHIE COUNTY",135,"Severe Storm(s)","2016"
"MISSISSIPPI",28,"TALLAHATCHIE COUNTY",135,"Flood","2016"
"MISSISSIPPI",28,"TALLAHATCHIE COUNTY",135,"Severe Storm(s)","2019"
"ALABAMA",1,"TALLAPOOSA COUNTY",123,"Hurricane","2017"
"IOWA",19,"TAMA COUNTY",171,"Flood","2019"
"MISSOURI",29,"TANEY COUNTY",213,"Severe Storm(s)","2015"
"MISSOURI",29,"TANEY COUNTY",213,"Flood","2017"
"MISSOURI",29,"TANEY COUNTY",213,"Flood","2016"
"MISSOURI",29,"TANEY COUNTY",213,"Severe Storm(s)","2019"
"LOUISIANA",22,"TANGIPAHOA PARISH",105,"Flood","2016"
"LOUISIANA",22,"TANGIPAHOA PARISH",105,"Hurricane","2019"
"LOUISIANA",22,"TANGIPAHOA PARISH",105,"Coastal Storm","2019"
"LOUISIANA",22,"TANGIPAHOA PARISH",105,"Hurricane","2017"
"TEXAS",48,"TARRANT COUNTY",439,"Hurricane","2017"
"TEXAS",48,"TARRANT COUNTY",439,"Severe Storm(s)","2015"
"MISSISSIPPI",28,"TATE COUNTY",137,"Flood","2016"
"GEORGIA",13,"TATTNALL COUNTY",267,"Hurricane","2016"
"GEORGIA",13,"TATTNALL COUNTY",267,"Hurricane","2017"
"GEORGIA",13,"TATTNALL COUNTY",267,"Tornado","2017"
"GEORGIA",13,"TATTNALL COUNTY",267,"Hurricane","2018"
"FLORIDA",12,"TAYLOR COUNTY",123,"Hurricane","2018"
"FLORIDA",12,"TAYLOR COUNTY",123,"Hurricane","2017"
"FLORIDA",12,"TAYLOR COUNTY",123,"Hurricane","2016"
"FLORIDA",12,"TAYLOR COUNTY",123,"Hurricane","2019"
"GEORGIA",13,"TAYLOR COUNTY",269,"Hurricane","2017"
"GEORGIA",13,"TAYLOR COUNTY",269,"Hurricane","2018"
"GEORGIA",13,"TAYLOR COUNTY",269,"Severe Storm(s)","2016"
"KENTUCKY",21,"TAYLOR COUNTY",217,"Snow","2015"
"WEST VIRGINIA",54,"TAYLOR COUNTY",91,"Severe Storm(s)","2017"
"VIRGINIA",51,"TAZEWELL COUNTY",185,"Hurricane","2018"
"CALIFORNIA",6,"TEHAMA COUNTY",103,"Severe Storm(s)","2019"
"CALIFORNIA",6,"TEHAMA COUNTY",103,"Flood","2017"
"GEORGIA",13,"TELFAIR COUNTY",271,"Hurricane","2018"
"GEORGIA",13,"TELFAIR COUNTY",271,"Hurricane","2017"
"COLORADO",8,"TELLER COUNTY",119,"Fire","2018"
"LOUISIANA",22,"TERREBONNE PARISH",109,"Flood","2016"
"LOUISIANA",22,"TERREBONNE PARISH",109,"Hurricane","2017"
"LOUISIANA",22,"TERREBONNE PARISH",109,"Flood","2019"
"LOUISIANA",22,"TERREBONNE PARISH",109,"Hurricane","2019"
"LOUISIANA",22,"TERREBONNE PARISH",109,"Coastal Storm","2019"
"GEORGIA",13,"TERRELL COUNTY",273,"Hurricane","2017"
"GEORGIA",13,"TERRELL COUNTY",273,"Hurricane","2018"
"TEXAS",48,"TERRY COUNTY",445,"Severe Storm(s)","2016"
