"state","s_fips","county","c_fips","weather_type","year"
"LOUISIANA",22,"EAST FELICIANA PARISH",37,"Coastal Storm","2019"
"TEXAS",48,"EASTLAND COUNTY",133,"Flood","2016"
"TEXAS",48,"EASTLAND COUNTY",133,"Severe Storm(s)","2015"
"GEORGIA",13,"ECHOLS COUNTY",101,"Hurricane","2016"
"GEORGIA",13,"ECHOLS COUNTY",101,"Hurricane","2018"
"GEORGIA",13,"ECHOLS COUNTY",101,"Hurricane","2017"
"GEORGIA",13,"ECHOLS COUNTY",101,"Tornado","2017"
"NORTH CAROLINA",37,"EDGECOMBE COUNTY",65,"Hurricane","2016"
"NORTH CAROLINA",37,"EDGECOMBE COUNTY",65,"Hurricane","2018"
"NORTH CAROLINA",37,"EDGECOMBE COUNTY",65,"Hurricane","2019"
"SOUTH CAROLINA",45,"EDGEFIELD COUNTY",37,"Hurricane","2017"
"SOUTH CAROLINA",45,"EDGEFIELD COUNTY",37,"Hurricane","2018"
"SOUTH CAROLINA",45,"EDGEFIELD COUNTY",37,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"EDGEFIELD COUNTY",37,"Hurricane","2016"
"SOUTH CAROLINA",45,"EDGEFIELD COUNTY",37,"Hurricane","2019"
"KENTUCKY",21,"EDMONSON COUNTY",61,"Severe Storm(s)","2016"
"KENTUCKY",21,"EDMONSON COUNTY",61,"Snow","2015"
"KENTUCKY",21,"EDMONSON COUNTY",61,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"EDMUNDS COUNTY",45,"Flood","2019"
"SOUTH DAKOTA",46,"EDMUNDS COUNTY",45,"Severe Storm(s)","2017"
"KANSAS",20,"EDWARDS COUNTY",47,"Severe Storm(s)","2019"
"KANSAS",20,"EDWARDS COUNTY",47,"Severe Ice Storm","2017"
"KANSAS",20,"EDWARDS COUNTY",47,"Severe Storm(s)","2015"
"TEXAS",48,"EDWARDS COUNTY",137,"Severe Storm(s)","2015"
"TEXAS",48,"EDWARDS COUNTY",137,"Flood","2019"
"GEORGIA",13,"EFFINGHAM COUNTY",103,"Hurricane","2016"
"GEORGIA",13,"EFFINGHAM COUNTY",103,"Hurricane","2017"
"GEORGIA",13,"EFFINGHAM COUNTY",103,"Hurricane","2018"
"GEORGIA",13,"EFFINGHAM COUNTY",103,"Hurricane","2019"
"CALIFORNIA",6,"EL DORADO COUNTY",17,"Flood","2017"
"CALIFORNIA",6,"EL DORADO COUNTY",17,"Severe Storm(s)","2017"
"CALIFORNIA",6,"EL DORADO COUNTY",17,"Severe Storm(s)","2019"
"COLORADO",8,"EL PASO COUNTY",41,"Flood","2015"
"COLORADO",8,"ELBERT COUNTY",39,"Flood","2015"
"GEORGIA",13,"ELBERT COUNTY",105,"Hurricane","2018"
"GEORGIA",13,"ELBERT COUNTY",105,"Hurricane","2017"
"GEORGIA",13,"ELBERT COUNTY",105,"Severe Ice Storm","2015"
"KANSAS",20,"ELK COUNTY",49,"Severe Storm(s)","2019"
"KANSAS",20,"ELK COUNTY",49,"Severe Storm(s)","2015"
"INDIANA",18,"ELKHART COUNTY",39,"Flood","2018"
"NEVADA",32,"ELKO COUNTY",7,"Fire","2017"
"NEVADA",32,"ELKO COUNTY",7,"Severe Storm(s)","2017"
"KENTUCKY",21,"ELLIOTT COUNTY",63,"Flood","2015"
"KENTUCKY",21,"ELLIOTT COUNTY",63,"Severe Storm(s)","2019"
"KENTUCKY",21,"ELLIOTT COUNTY",63,"Severe Storm(s)","2015"
"KANSAS",20,"ELLIS COUNTY",51,"Severe Storm(s)","2016"
"OKLAHOMA",40,"ELLIS COUNTY",45,"Severe Storm(s)","2017"
"OKLAHOMA",40,"ELLIS COUNTY",45,"Severe Storm(s)","2019"
"OKLAHOMA",40,"ELLIS COUNTY",45,"Severe Ice Storm","2015"
"OKLAHOMA",40,"ELLIS COUNTY",45,"Fire","2019"
"OKLAHOMA",40,"ELLIS COUNTY",45,"Fire","2017"
"TEXAS",48,"ELLIS COUNTY",139,"Severe Storm(s)","2016"
"TEXAS",48,"ELLIS COUNTY",139,"Severe Storm(s)","2015"
"KANSAS",20,"ELLSWORTH COUNTY",53,"Severe Storm(s)","2015"
"KANSAS",20,"ELLSWORTH COUNTY",53,"Severe Storm(s)","2019"
"KANSAS",20,"ELLSWORTH COUNTY",53,"Fire","2017"
"KANSAS",20,"ELLSWORTH COUNTY",53,"Severe Ice Storm","2017"
"ALABAMA",1,"ELMORE COUNTY",51,"Hurricane","2017"
"ALABAMA",1,"ELMORE COUNTY",51,"Severe Storm(s)","2016"
"IDAHO",16,"ELMORE COUNTY",39,"Flood","2017"
"GEORGIA",13,"EMANUEL COUNTY",107,"Hurricane","2018"
"GEORGIA",13,"EMANUEL COUNTY",107,"Hurricane","2017"
"GEORGIA",13,"EMANUEL COUNTY",107,"Hurricane","2016"
"IOWA",19,"EMMET COUNTY",63,"Flood","2019"
"IOWA",19,"EMMET COUNTY",63,"Severe Storm(s)","2018"
"NORTH DAKOTA",38,"EMMONS COUNTY",29,"Flood","2019"
"VIRGINIA",51,"EMPORIA CITY",595,"Hurricane","2018"
"TEXAS",48,"ERATH COUNTY",143,"Flood","2016"
"TEXAS",48,"ERATH COUNTY",143,"Severe Storm(s)","2015"
"NEW YORK",36,"ERIE COUNTY",29,"Severe Storm(s)","2019"
"ALABAMA",1,"ESCAMBIA COUNTY",53,"Severe Storm(s)","2016"
"ALABAMA",1,"ESCAMBIA COUNTY",53,"Hurricane","2017"
"ALABAMA",1,"ESCAMBIA COUNTY",53,"Hurricane","2018"
"FLORIDA",12,"ESCAMBIA COUNTY",33,"Hurricane","2018"
"FLORIDA",12,"ESCAMBIA COUNTY",33,"Hurricane","2017"
"FLORIDA",12,"ESCAMBIA COUNTY",33,"Hurricane","2019"
"MASSACHUSETTS",25,"ESSEX COUNTY",9,"Severe Storm(s)","2015"
"MASSACHUSETTS",25,"ESSEX COUNTY",9,"Severe Storm(s)","2018"
"MASSACHUSETTS",25,"ESSEX COUNTY",9,"Snow","2018"
"NEW JERSEY",34,"ESSEX COUNTY",13,"Severe Storm(s)","2016"
"NEW JERSEY",34,"ESSEX COUNTY",13,"Severe Storm(s)","2018"
"NEW YORK",36,"ESSEX COUNTY",31,"Severe Storm(s)","2019"
"NEW YORK",36,"ESSEX COUNTY",31,"Snow","2017"
"VERMONT",50,"ESSEX COUNTY",9,"Severe Storm(s)","2015"
"VERMONT",50,"ESSEX COUNTY",9,"Severe Storm(s)","2018"
"VERMONT",50,"ESSEX COUNTY",9,"Flood","2019"
"VIRGINIA",51,"ESSEX COUNTY",57,"Hurricane","2018"
"KENTUCKY",21,"ESTILL COUNTY",65,"Flood","2018"
"KENTUCKY",21,"ESTILL COUNTY",65,"Snow","2015"
"KENTUCKY",21,"ESTILL COUNTY",65,"Severe Storm(s)","2019"
"KENTUCKY",21,"ESTILL COUNTY",65,"Flood","2015"
"KENTUCKY",21,"ESTILL COUNTY",65,"Severe Storm(s)","2015"
"ALABAMA",1,"ETOWAH COUNTY",55,"Hurricane","2017"
"ALABAMA",1,"ETOWAH COUNTY",55,"Severe Storm(s)","2018"
"LOUISIANA",22,"EVANGELINE PARISH",39,"Flood","2016"
"LOUISIANA",22,"EVANGELINE PARISH",39,"Coastal Storm","2019"
"GEORGIA",13,"EVANS COUNTY",109,"Hurricane","2018"
"GEORGIA",13,"EVANS COUNTY",109,"Hurricane","2016"
"GEORGIA",13,"EVANS COUNTY",109,"Hurricane","2017"
"ALASKA",2,"FAIRBANKS NORTH STAR BOROUGH",90,"Fire","2019"
"VIRGINIA",51,"FAIRFAX CITY",600,"Hurricane","2018"
"VIRGINIA",51,"FAIRFAX CITY",600,"Snow","2016"
"VIRGINIA",51,"FAIRFAX COUNTY",59,"Snow","2016"
"VIRGINIA",51,"FAIRFAX COUNTY",59,"Hurricane","2018"
"CONNECTICUT",9,"FAIRFIELD COUNTY",1,"Tornado","2018"
"SOUTH CAROLINA",45,"FAIRFIELD COUNTY",39,"Hurricane","2017"
"SOUTH CAROLINA",45,"FAIRFIELD COUNTY",39,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"FAIRFIELD COUNTY",39,"Hurricane","2016"
"SOUTH CAROLINA",45,"FAIRFIELD COUNTY",39,"Hurricane","2019"
"SOUTH CAROLINA",45,"FAIRFIELD COUNTY",39,"Hurricane","2018"
"SOUTH CAROLINA",45,"FAIRFIELD COUNTY",39,"Flood","2015"
"SOUTH DAKOTA",46,"FALL RIVER COUNTY",47,"Severe Storm(s)","2015"
"SOUTH DAKOTA",46,"FALL RIVER COUNTY",47,"Severe Storm(s)","2017"
"SOUTH DAKOTA",46,"FALL RIVER COUNTY",47,"Fire","2018"
"SOUTH DAKOTA",46,"FALL RIVER COUNTY",47,"Flood","2019"
"MONTANA",30,"FALLON COUNTY",25,"Tornado","2016"
"VIRGINIA",51,"FALLS CHURCH CITY",610,"Snow","2016"
"VIRGINIA",51,"FALLS CHURCH CITY",610,"Hurricane","2018"
"TEXAS",48,"FALLS COUNTY",145,"Flood","2016"
"GEORGIA",13,"FANNIN COUNTY",111,"Hurricane","2017"
"GEORGIA",13,"FANNIN COUNTY",111,"Severe Storm(s)","2016"
"TEXAS",48,"FANNIN COUNTY",147,"Severe Storm(s)","2015"
"TEXAS",48,"FANNIN COUNTY",147,"Flood","2019"
"MINNESOTA",27,"FARIBAULT COUNTY",43,"Flood","2019"
"MINNESOTA",27,"FARIBAULT COUNTY",43,"Flood","2018"
"SOUTH DAKOTA",46,"FAULK COUNTY",49,"Flood","2019"
"SOUTH DAKOTA",46,"FAULK COUNTY",49,"Severe Storm(s)","2017"
"ARKANSAS",5,"FAULKNER COUNTY",45,"Severe Storm(s)","2017"
"ARKANSAS",5,"FAULKNER COUNTY",45,"Flood","2019"
"ARKANSAS",5,"FAULKNER COUNTY",45,"Severe Storm(s)","2016"
"VIRGINIA",51,"FAUQUIER COUNTY",61,"Snow","2016"
"VIRGINIA",51,"FAUQUIER COUNTY",61,"Hurricane","2018"
"ALABAMA",1,"FAYETTE COUNTY",57,"Hurricane","2017"
"ALABAMA",1,"FAYETTE COUNTY",57,"Severe Storm(s)","2016"
"GEORGIA",13,"FAYETTE COUNTY",113,"Hurricane","2017"
"GEORGIA",13,"FAYETTE COUNTY",113,"Severe Storm(s)","2016"
"IOWA",19,"FAYETTE COUNTY",65,"Severe Storm(s)","2017"
"IOWA",19,"FAYETTE COUNTY",65,"Flood","2019"
"IOWA",19,"FAYETTE COUNTY",65,"Flood","2016"
"PENNSYLVANIA",42,"FAYETTE COUNTY",51,"Snow","2016"
"TENNESSEE",47,"FAYETTE COUNTY",47,"Severe Storm(s)","2017"
"TEXAS",48,"FAYETTE COUNTY",149,"Hurricane","2017"
"TEXAS",48,"FAYETTE COUNTY",149,"Flood","2016"
"TEXAS",48,"FAYETTE COUNTY",149,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"FAYETTE COUNTY",19,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"FAYETTE COUNTY",19,"Flood","2016"
"TENNESSEE",47,"FENTRESS COUNTY",49,"Severe Ice Storm","2015"
"TENNESSEE",47,"FENTRESS COUNTY",49,"Flood","2019"
"WASHINGTON",53,"FERRY COUNTY",19,"Fire","2018"
"WASHINGTON",53,"FERRY COUNTY",19,"Fire","2015"
"WASHINGTON",53,"FERRY COUNTY",19,"Flood","2017"
"MINNESOTA",27,"FILLMORE COUNTY",45,"Flood","2019"
"MINNESOTA",27,"FILLMORE COUNTY",45,"Flood","2016"
"NEBRASKA",31,"FILLMORE COUNTY",59,"Snow","2018"
"NEBRASKA",31,"FILLMORE COUNTY",59,"Severe Storm(s)","2015"
"NEBRASKA",31,"FILLMORE COUNTY",59,"Flood","2019"
"NEBRASKA",31,"FILLMORE COUNTY",59,"Severe Storm(s)","2017"
"KANSAS",20,"FINNEY COUNTY",55,"Snow","2017"
"TEXAS",48,"FISHER COUNTY",151,"Flood","2016"
"TEXAS",48,"FISHER COUNTY",151,"Severe Storm(s)","2016"
"FLORIDA",12,"FLAGLER COUNTY",35,"Hurricane","2019"
"FLORIDA",12,"FLAGLER COUNTY",35,"Hurricane","2016"
"FLORIDA",12,"FLAGLER COUNTY",35,"Hurricane","2017"
"KENTUCKY",21,"FLEMING COUNTY",69,"Severe Storm(s)","2015"
"KENTUCKY",21,"FLEMING COUNTY",69,"Flood","2015"
"SOUTH CAROLINA",45,"FLORENCE COUNTY",41,"Hurricane","2016"
"SOUTH CAROLINA",45,"FLORENCE COUNTY",41,"Hurricane","2019"
"SOUTH CAROLINA",45,"FLORENCE COUNTY",41,"Hurricane","2017"
"SOUTH CAROLINA",45,"FLORENCE COUNTY",41,"Hurricane","2018"
"SOUTH CAROLINA",45,"FLORENCE COUNTY",41,"Flood","2015"
"SOUTH CAROLINA",45,"FLORENCE COUNTY",41,"Severe Storm(s)","2015"
"WISCONSIN",55,"FLORENCE COUNTY",37,"Severe Storm(s)","2016"
"GEORGIA",13,"FLOYD COUNTY",115,"Hurricane","2017"
"INDIANA",18,"FLOYD COUNTY",43,"Flood","2018"
"IOWA",19,"FLOYD COUNTY",67,"Severe Storm(s)","2018"
"IOWA",19,"FLOYD COUNTY",67,"Flood","2016"
"IOWA",19,"FLOYD COUNTY",67,"Flood","2019"
"KENTUCKY",21,"FLOYD COUNTY",71,"Severe Storm(s)","2015"
"KENTUCKY",21,"FLOYD COUNTY",71,"Flood","2015"
"KENTUCKY",21,"FLOYD COUNTY",71,"Snow","2015"
"KENTUCKY",21,"FLOYD COUNTY",71,"Severe Storm(s)","2019"
"KENTUCKY",21,"FLOYD COUNTY",71,"Flood","2018"
"TEXAS",48,"FLOYD COUNTY",153,"Severe Storm(s)","2016"
"VIRGINIA",51,"FLOYD COUNTY",63,"Hurricane","2018"
"VIRGINIA",51,"FLUVANNA COUNTY",65,"Hurricane","2018"
"TEXAS",48,"FOARD COUNTY",155,"Severe Storm(s)","2016"
"WISCONSIN",55,"FOND DU LAC COUNTY",39,"Flood","2018"
"KANSAS",20,"FORD COUNTY",57,"Severe Storm(s)","2019"
"KANSAS",20,"FORD COUNTY",57,"Fire","2017"
"KANSAS",20,"FORD COUNTY",57,"Severe Ice Storm","2017"
"WISCONSIN",55,"FOREST COUNTY",41,"Flood","2019"
"MISSISSIPPI",28,"FORREST COUNTY",35,"Severe Storm(s)","2019"
"MISSISSIPPI",28,"FORREST COUNTY",35,"Tornado","2017"
"MISSISSIPPI",28,"FORREST COUNTY",35,"Flood","2016"
"GEORGIA",13,"FORSYTH COUNTY",117,"Severe Ice Storm","2015"
"GEORGIA",13,"FORSYTH COUNTY",117,"Hurricane","2017"
"NORTH CAROLINA",37,"FORSYTH COUNTY",67,"Hurricane","2016"
"NORTH CAROLINA",37,"FORSYTH COUNTY",67,"Hurricane","2019"
"NORTH CAROLINA",37,"FORSYTH COUNTY",67,"Hurricane","2018"
"TEXAS",48,"FORT BEND COUNTY",157,"Flood","2016"
"TEXAS",48,"FORT BEND COUNTY",157,"Severe Storm(s)","2015"
"TEXAS",48,"FORT BEND COUNTY",157,"Hurricane","2017"
"VIRGINIA",51,"FRANKLIN CITY",620,"Hurricane","2016"
"VIRGINIA",51,"FRANKLIN CITY",620,"Hurricane","2018"
"ALABAMA",1,"FRANKLIN COUNTY",59,"Severe Storm(s)","2019"
"ALABAMA",1,"FRANKLIN COUNTY",59,"Severe Storm(s)","2016"
"ALABAMA",1,"FRANKLIN COUNTY",59,"Hurricane","2017"
"ARKANSAS",5,"FRANKLIN COUNTY",47,"Flood","2019"
"ARKANSAS",5,"FRANKLIN COUNTY",47,"Severe Storm(s)","2015"
"ARKANSAS",5,"FRANKLIN COUNTY",47,"Severe Storm(s)","2016"
"FLORIDA",12,"FRANKLIN COUNTY",37,"Hurricane","2018"
"FLORIDA",12,"FRANKLIN COUNTY",37,"Hurricane","2019"
"FLORIDA",12,"FRANKLIN COUNTY",37,"Hurricane","2016"
"FLORIDA",12,"FRANKLIN COUNTY",37,"Hurricane","2017"
"GEORGIA",13,"FRANKLIN COUNTY",119,"Severe Ice Storm","2015"
"GEORGIA",13,"FRANKLIN COUNTY",119,"Hurricane","2017"
"IDAHO",16,"FRANKLIN COUNTY",41,"Flood","2017"
"IOWA",19,"FRANKLIN COUNTY",69,"Flood","2019"
"IOWA",19,"FRANKLIN COUNTY",69,"Flood","2016"
"KANSAS",20,"FRANKLIN COUNTY",59,"Severe Storm(s)","2015"
"KANSAS",20,"FRANKLIN COUNTY",59,"Severe Storm(s)","2019"
"KENTUCKY",21,"FRANKLIN COUNTY",73,"Flood","2015"
"KENTUCKY",21,"FRANKLIN COUNTY",73,"Snow","2015"
"MAINE",23,"FRANKLIN COUNTY",7,"Severe Storm(s)","2018"
"MISSOURI",29,"FRANKLIN COUNTY",71,"Flood","2017"
"MISSOURI",29,"FRANKLIN COUNTY",71,"Flood","2016"
"NEBRASKA",31,"FRANKLIN COUNTY",61,"Flood","2019"
"NEW YORK",36,"FRANKLIN COUNTY",33,"Snow","2017"
"NORTH CAROLINA",37,"FRANKLIN COUNTY",69,"Hurricane","2018"
"NORTH CAROLINA",37,"FRANKLIN COUNTY",69,"Hurricane","2016"
"NORTH CAROLINA",37,"FRANKLIN COUNTY",69,"Hurricane","2019"
"PENNSYLVANIA",42,"FRANKLIN COUNTY",55,"Snow","2016"
"TEXAS",48,"FRANKLIN COUNTY",159,"Flood","2019"
"TEXAS",48,"FRANKLIN COUNTY",159,"Severe Storm(s)","2016"
"VERMONT",50,"FRANKLIN COUNTY",11,"Severe Storm(s)","2015"
"VERMONT",50,"FRANKLIN COUNTY",11,"Severe Storm(s)","2018"
"VIRGINIA",51,"FRANKLIN COUNTY",67,"Hurricane","2018"
"WASHINGTON",53,"FRANKLIN COUNTY",21,"Flood","2017"
"LOUISIANA",22,"FRANKLIN PARISH",41,"Flood","2016"
"LOUISIANA",22,"FRANKLIN PARISH",41,"Flood","2019"
"MARYLAND",24,"FREDERICK COUNTY",21,"Severe Storm(s)","2018"
"MARYLAND",24,"FREDERICK COUNTY",21,"Snow","2016"
"VIRGINIA",51,"FREDERICK COUNTY",69,"Snow","2016"
"VIRGINIA",51,"FREDERICK COUNTY",69,"Hurricane","2018"
"VIRGINIA",51,"FREDERICKSBURG CITY",630,"Hurricane","2018"
"VIRGINIA",51,"FREDERICKSBURG CITY",630,"Snow","2016"
"MINNESOTA",27,"FREEBORN COUNTY",47,"Flood","2019"
"MINNESOTA",27,"FREEBORN COUNTY",47,"Flood","2016"
"COLORADO",8,"FREMONT COUNTY",43,"Flood","2015"
"IOWA",19,"FREMONT COUNTY",71,"Flood","2019"
"WYOMING",56,"FREMONT COUNTY",13,"Flood","2017"
"WYOMING",56,"FREMONT COUNTY",13,"Fire","2016"
"CALIFORNIA",6,"FRESNO COUNTY",19,"Fire","2016"
"TEXAS",48,"FRIO COUNTY",163,"Severe Storm(s)","2015"
"NEBRASKA",31,"FRONTIER COUNTY",63,"Flood","2019"
"ARKANSAS",5,"FULTON COUNTY",49,"Severe Storm(s)","2017"
"GEORGIA",13,"FULTON COUNTY",121,"Hurricane","2017"
"ILLINOIS",17,"FULTON COUNTY",57,"Flood","2019"
"INDIANA",18,"FULTON COUNTY",49,"Flood","2018"
"KENTUCKY",21,"FULTON COUNTY",75,"Severe Storm(s)","2019"
"KENTUCKY",21,"FULTON COUNTY",75,"Flood","2018"
"KENTUCKY",21,"FULTON COUNTY",75,"Flood","2015"
"NEW YORK",36,"FULTON COUNTY",35,"Snow","2017"
"NEW YORK",36,"FULTON COUNTY",35,"Severe Storm(s)","2019"
"PENNSYLVANIA",42,"FULTON COUNTY",57,"Snow","2016"
"NEBRASKA",31,"FURNAS COUNTY",65,"Flood","2019"
"NEBRASKA",31,"FURNAS COUNTY",65,"Severe Storm(s)","2017"
"FLORIDA",12,"GADSDEN COUNTY",39,"Hurricane","2017"
"FLORIDA",12,"GADSDEN COUNTY",39,"Hurricane","2016"
"FLORIDA",12,"GADSDEN COUNTY",39,"Hurricane","2018"
"FLORIDA",12,"GADSDEN COUNTY",39,"Hurricane","2019"
"NEBRASKA",31,"GAGE COUNTY",67,"Severe Storm(s)","2017"
"NEBRASKA",31,"GAGE COUNTY",67,"Flood","2019"
"NEBRASKA",31,"GAGE COUNTY",67,"Severe Storm(s)","2015"
"TEXAS",48,"GAINES COUNTY",165,"Severe Storm(s)","2015"
"VIRGINIA",51,"GALAX CITY",640,"Hurricane","2018"
"KENTUCKY",21,"GALLATIN COUNTY",77,"Flood","2015"
"KENTUCKY",21,"GALLATIN COUNTY",77,"Flood","2018"
"OHIO",39,"GALLIA COUNTY",53,"Flood","2018"
"OHIO",39,"GALLIA COUNTY",53,"Flood","2019"
"TEXAS",48,"GALVESTON COUNTY",167,"Hurricane","2017"
"TEXAS",48,"GALVESTON COUNTY",167,"Severe Storm(s)","2015"
"NEBRASKA",31,"GARDEN COUNTY",69,"Flood","2019"
"MONTANA",30,"GARFIELD COUNTY",33,"Fire","2017"
"NEBRASKA",31,"GARFIELD COUNTY",71,"Severe Storm(s)","2017"
"NEBRASKA",31,"GARFIELD COUNTY",71,"Snow","2018"
"NEBRASKA",31,"GARFIELD COUNTY",71,"Flood","2019"
"OKLAHOMA",40,"GARFIELD COUNTY",47,"Severe Storm(s)","2019"
"OKLAHOMA",40,"GARFIELD COUNTY",47,"Severe Ice Storm","2015"
"WASHINGTON",53,"GARFIELD COUNTY",23,"Severe Storm(s)","2016"
"ARKANSAS",5,"GARLAND COUNTY",51,"Severe Storm(s)","2015"
"MARYLAND",24,"GARRETT COUNTY",23,"Snow","2016"
"OKLAHOMA",40,"GARVIN COUNTY",49,"Severe Storm(s)","2015"
"OKLAHOMA",40,"GARVIN COUNTY",49,"Flood","2016"
"TEXAS",48,"GARZA COUNTY",169,"Severe Storm(s)","2015"
"MISSOURI",29,"GASCONADE COUNTY",73,"Severe Storm(s)","2019"
"MISSOURI",29,"GASCONADE COUNTY",73,"Flood","2016"
"MISSOURI",29,"GASCONADE COUNTY",73,"Flood","2017"
"NORTH CAROLINA",37,"GASTON COUNTY",71,"Hurricane","2018"
"NORTH CAROLINA",37,"GASTON COUNTY",71,"Hurricane","2019"
"NORTH CAROLINA",37,"GATES COUNTY",73,"Hurricane","2016"
"NORTH CAROLINA",37,"GATES COUNTY",73,"Hurricane","2018"
"NORTH CAROLINA",37,"GATES COUNTY",73,"Hurricane","2019"
"KANSAS",20,"GEARY COUNTY",61,"Severe Storm(s)","2019"
"ALABAMA",1,"GENEVA COUNTY",61,"Hurricane","2018"
"ALABAMA",1,"GENEVA COUNTY",61,"Hurricane","2017"
"ALABAMA",1,"GENEVA COUNTY",61,"Severe Storm(s)","2016"
"MISSOURI",29,"GENTRY COUNTY",75,"Severe Storm(s)","2019"
"MISSOURI",29,"GENTRY COUNTY",75,"Severe Storm(s)","2015"
"MISSISSIPPI",28,"GEORGE COUNTY",39,"Flood","2016"
"MISSISSIPPI",28,"GEORGE COUNTY",39,"Hurricane","2017"
"SOUTH CAROLINA",45,"GEORGETOWN COUNTY",43,"Hurricane","2017"
"SOUTH CAROLINA",45,"GEORGETOWN COUNTY",43,"Hurricane","2016"
"SOUTH CAROLINA",45,"GEORGETOWN COUNTY",43,"Flood","2015"
"SOUTH CAROLINA",45,"GEORGETOWN COUNTY",43,"Hurricane","2019"
"SOUTH CAROLINA",45,"GEORGETOWN COUNTY",43,"Hurricane","2018"
"SOUTH CAROLINA",45,"GEORGETOWN COUNTY",43,"Severe Storm(s)","2015"
"INDIANA",18,"GIBSON COUNTY",51,"Flood","2018"
"TENNESSEE",47,"GIBSON COUNTY",53,"Flood","2019"
"FLORIDA",12,"GILCHRIST COUNTY",41,"Hurricane","2017"
"FLORIDA",12,"GILCHRIST COUNTY",41,"Hurricane","2016"
"FLORIDA",12,"GILCHRIST COUNTY",41,"Hurricane","2019"
"FLORIDA",12,"GILCHRIST COUNTY",41,"Hurricane","2018"
"TENNESSEE",47,"GILES COUNTY",55,"Severe Ice Storm","2015"
"TENNESSEE",47,"GILES COUNTY",55,"Flood","2019"
"VIRGINIA",51,"GILES COUNTY",71,"Hurricane","2018"
"TEXAS",48,"GILLESPIE COUNTY",171,"Severe Storm(s)","2015"
"GEORGIA",13,"GILMER COUNTY",123,"Hurricane","2017"
"GEORGIA",13,"GILMER COUNTY",123,"Severe Storm(s)","2016"
"WEST VIRGINIA",54,"GILMER COUNTY",21,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"GILMER COUNTY",21,"Flood","2016"
"WEST VIRGINIA",54,"GILMER COUNTY",21,"Flood","2015"
"MONTANA",30,"GLACIER COUNTY",35,"Severe Storm(s)","2016"
"FLORIDA",12,"GLADES COUNTY",43,"Hurricane","2019"
"FLORIDA",12,"GLADES COUNTY",43,"Hurricane","2016"
"FLORIDA",12,"GLADES COUNTY",43,"Hurricane","2017"
"MICHIGAN",26,"GLADWIN COUNTY",51,"Severe Storm(s)","2017"
"GEORGIA",13,"GLASCOCK COUNTY",125,"Hurricane","2018"
"GEORGIA",13,"GLASCOCK COUNTY",125,"Hurricane","2017"
"CALIFORNIA",6,"GLENN COUNTY",21,"Severe Storm(s)","2019"
"CALIFORNIA",6,"GLENN COUNTY",21,"Flood","2017"
"NEW JERSEY",34,"GLOUCESTER COUNTY",15,"Severe Storm(s)","2015"
"VIRGINIA",51,"GLOUCESTER COUNTY",73,"Hurricane","2018"
"GEORGIA",13,"GLYNN COUNTY",127,"Hurricane","2019"
"GEORGIA",13,"GLYNN COUNTY",127,"Hurricane","2017"
"GEORGIA",13,"GLYNN COUNTY",127,"Hurricane","2018"
"GEORGIA",13,"GLYNN COUNTY",127,"Hurricane","2016"
"MICHIGAN",26,"GOGEBIC COUNTY",53,"Flood","2018"
"MONTANA",30,"GOLDEN VALLEY COUNTY",37,"Flood","2018"
"TEXAS",48,"GOLIAD COUNTY",175,"Hurricane","2017"
"TEXAS",48,"GONZALES COUNTY",177,"Hurricane","2017"
"TEXAS",48,"GONZALES COUNTY",177,"Severe Storm(s)","2015"
"VIRGINIA",51,"GOOCHLAND COUNTY",75,"Hurricane","2018"
"MINNESOTA",27,"GOODHUE COUNTY",49,"Flood","2016"
"MINNESOTA",27,"GOODHUE COUNTY",49,"Flood","2019"
"IDAHO",16,"GOODING COUNTY",47,"Flood","2017"
"GEORGIA",13,"GORDON COUNTY",129,"Hurricane","2017"
"NEBRASKA",31,"GOSPER COUNTY",73,"Flood","2019"
"NEBRASKA",31,"GOSPER COUNTY",73,"Snow","2018"
"NEBRASKA",31,"GOSPER COUNTY",73,"Severe Storm(s)","2017"
"KANSAS",20,"GOVE COUNTY",63,"Snow","2017"
"GEORGIA",13,"GRADY COUNTY",131,"Hurricane","2017"
"GEORGIA",13,"GRADY COUNTY",131,"Hurricane","2018"
"OKLAHOMA",40,"GRADY COUNTY",51,"Flood","2016"
"OKLAHOMA",40,"GRADY COUNTY",51,"Severe Storm(s)","2019"
"OKLAHOMA",40,"GRADY COUNTY",51,"Severe Ice Storm","2015"
"OKLAHOMA",40,"GRADY COUNTY",51,"Severe Storm(s)","2016"
"OKLAHOMA",40,"GRADY COUNTY",51,"Severe Storm(s)","2015"
"NEW HAMPSHIRE",33,"GRAFTON COUNTY",9,"Severe Storm(s)","2017"
"NEW HAMPSHIRE",33,"GRAFTON COUNTY",9,"Severe Storm(s)","2019"
"NEW HAMPSHIRE",33,"GRAFTON COUNTY",9,"Severe Storm(s)","2018"
"KANSAS",20,"GRAHAM COUNTY",65,"Snow","2017"
"KANSAS",20,"GRAHAM COUNTY",65,"Severe Storm(s)","2016"
"NORTH CAROLINA",37,"GRAHAM COUNTY",75,"Hurricane","2019"
